batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label,R1_score,R2_score,R3_score
116,3,793,@###### naw them boys trash we started coasting,A_conf,"OL60, NH40","OL80, NH20","OL40, NH20","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['60', '40']","['80', '20']","['40', '20']"
116,3,793,@###### naw them boys trash we started coasting,B_conf,"HS20, OL80","NH90, OL10","NH75, OL25","['HS', 'OL']","['NH', 'OL']","['NH', 'OL']","['20', '80']","['90', '10']","['75', '25']"
116,3,793,@###### naw them boys trash we started coasting,C.HS_conf,NH95,NH20,NH81,['NH'],['NH'],['NH'],['95'],['20'],['81']
116,3,793,@###### naw them boys trash we started coasting,C.OL_conf,NO0,OL50,OL60,['NO'],['OL'],['OL'],['0'],['50'],['60']
426,4,794,Someone shut this beaner up please.,A_conf,"OL95, HS90","OL80, HS100","OL100, HS100","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['95', '90']","['80', '100']","['100', '100']"
426,4,794,Someone shut this beaner up please.,B_conf,"HS100, OL100","HS100, OL100","HS100, OL100","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['100', '100']","['100', '100']","['100', '100']"
426,4,794,Someone shut this beaner up please.,C.HS_conf,NH95,HS40,NH50,['NH'],['HS'],['NH'],['95'],['40'],['50']
426,4,794,Someone shut this beaner up please.,C.OL_conf,OL100,OL100,OL100,['OL'],['OL'],['OL'],['100'],['100'],['100']
82,2,795,@###### yep lmao. Its been a hectic few weeks. Waddup ho,A_conf,"NO100, NH100","NO0, NH0","NO0, NH80","['NO', 'NH']","['NO', 'NH']","['NO', 'NH']","['100', '100']","['0', '0']","['0', '80']"
82,2,795,@###### yep lmao. Its been a hectic few weeks. Waddup ho,B_conf,"NH100, NO100","NH100, NO100","NH100, NO100","['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['100', '100']","['100', '100']","['100', '100']"
82,2,795,@###### yep lmao. Its been a hectic few weeks. Waddup ho,C.HS_conf,NH100,NH75,NH100,['NH'],['NH'],['NH'],['100'],['75'],['100']
82,2,795,@###### yep lmao. Its been a hectic few weeks. Waddup ho,C.OL_conf,OL0,OL0,NO0,['OL'],['OL'],['NO'],['0'],['0'],['0']
196,1,796,@###### oh... my phone is some trash! but you knew that!,A_conf,"NO100, NH100","NO0, NH0","OL40, NH90","['NO', 'NH']","['NO', 'NH']","['OL', 'NH']","['100', '100']","['0', '0']","['40', '90']"
196,1,796,@###### oh... my phone is some trash! but you knew that!,B_conf,"NH100, NO100","NH100, NO100","NH100, NO100","['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['100', '100']","['100', '100']","['100', '100']"
196,1,796,@###### oh... my phone is some trash! but you knew that!,C.HS_conf,NH100,NH100,NH100,['NH'],['NH'],['NH'],['100'],['100'],['100']
196,1,796,@###### oh... my phone is some trash! but you knew that!,C.OL_conf,NO0,OL0,NO0,['NO'],['OL'],['NO'],['0'],['0'],['0']
181,2,797,@###### stay talking defending your fuckboy ass boyfriend or what? go suck him off while youre at it faggot,A_conf,"OL100, HS100","OL100, HS100","OL100, HS100","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '100']","['100', '100']","['100', '100']"
181,2,797,@###### stay talking defending your fuckboy ass boyfriend or what? go suck him off while youre at it faggot,B_conf,"HS100, OL100","HS90, OL100","HS100, OL100","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['100', '100']","['90', '100']","['100', '100']"
181,2,797,@###### stay talking defending your fuckboy ass boyfriend or what? go suck him off while youre at it faggot,C.HS_conf,HS90,HS100,HS90,['HS'],['HS'],['HS'],['90'],['100'],['90']
181,2,797,@###### stay talking defending your fuckboy ass boyfriend or what? go suck him off while youre at it faggot,C.OL_conf,OL100,OL100,OL100,['OL'],['OL'],['OL'],['100'],['100'],['100']
251,6,798,"""@###### Harlem shake is just an excuse to go full retard for 30 seconds.""",A_conf,"OL90, NH20","OL100, NH80","OL95, HS100","['OL', 'NH']","['OL', 'NH']","['OL', 'HS']","['90', '20']","['100', '80']","['95', '100']"
251,6,798,"""@###### Harlem shake is just an excuse to go full retard for 30 seconds.""",B_conf,"NH70, OL90","HS100, OL100","NH90, OL100","['NH', 'OL']","['HS', 'OL']","['NH', 'OL']","['70', '90']","['100', '100']","['90', '100']"
251,6,798,"""@###### Harlem shake is just an excuse to go full retard for 30 seconds.""",C.HS_conf,HS80,HS90,NH92,['HS'],['HS'],['NH'],['80'],['90'],['92']
251,6,798,"""@###### Harlem shake is just an excuse to go full retard for 30 seconds.""",C.OL_conf,OL95,OL100,OL100,['OL'],['OL'],['OL'],['95'],['100'],['100']
253,4,799,"RT @###### ""My roommate is having sex and I'm eating Oreos. It's gonna be a great year!"" - Kutztown University",A_conf,"NO0, NH100","OL0, NH100","NO90, NH95","['NO', 'NH']","['OL', 'NH']","['NO', 'NH']","['0', '100']","['0', '100']","['90', '95']"
253,4,799,"RT @###### ""My roommate is having sex and I'm eating Oreos. It's gonna be a great year!"" - Kutztown University",B_conf,"NH100, NO100","NH100, NO100","NH100, NO100","['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['100', '100']","['100', '100']","['100', '100']"
253,4,799,"RT @###### ""My roommate is having sex and I'm eating Oreos. It's gonna be a great year!"" - Kutztown University",C.HS_conf,NH100,NH100,NH100,['NH'],['NH'],['NH'],['100'],['100'],['100']
253,4,799,"RT @###### ""My roommate is having sex and I'm eating Oreos. It's gonna be a great year!"" - Kutztown University",C.OL_conf,NO0,NO100,NO100,['NO'],['NO'],['NO'],['0'],['100'],['100']
459,2,800,Happy birthday to literally the craziest bitch I know @###### I'm so happy I'm related to u &#128540;,A_conf,"OL70, NH30","OL80, NH90","OL100, NH80","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['70', '30']","['80', '90']","['100', '80']"
459,2,800,Happy birthday to literally the craziest bitch I know @###### I'm so happy I'm related to u &#128540;,B_conf,"NH95, OL80","NH70, OL100","NH80, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['95', '80']","['70', '100']","['80', '100']"
459,2,800,Happy birthday to literally the craziest bitch I know @###### I'm so happy I'm related to u &#128540;,C.HS_conf,NH60,NH85,NH80,['NH'],['NH'],['NH'],['60'],['85'],['80']
459,2,800,Happy birthday to literally the craziest bitch I know @###### I'm so happy I'm related to u &#128540;,C.OL_conf,NO0,OL100,OL100,['NO'],['OL'],['OL'],['0'],['100'],['100']
165,1,801,"@###### Hello dare momma. I show glad dat u follow me. U lbe screamin hot in dem pitchers. 
You eva b wit colored men?",A_conf,"OL80, HS100","OL70, HS90","OL60, HS40","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['80', '100']","['70', '90']","['60', '40']"
165,1,801,"@###### Hello dare momma. I show glad dat u follow me. U lbe screamin hot in dem pitchers. 
You eva b wit colored men?",B_conf,"NH80, OL100","NH10, OL90","NH40, OL60","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['80', '100']","['10', '90']","['40', '60']"
165,1,801,"@###### Hello dare momma. I show glad dat u follow me. U lbe screamin hot in dem pitchers. 
You eva b wit colored men?",C.HS_conf,HS95,NH22,NH20,['HS'],['NH'],['NH'],['95'],['22'],['20']
165,1,801,"@###### Hello dare momma. I show glad dat u follow me. U lbe screamin hot in dem pitchers. 
You eva b wit colored men?",C.OL_conf,OL100,OL95,OL99,['OL'],['OL'],['OL'],['100'],['95'],['99']
490,6,802,"&#8220;@###### Dej loaf ever bitch wc today, all it takes is a lil juice and these bitches want you&#8221;",A_conf,"OL100, HS80","OL100, NH100","OL80, HS80","['OL', 'HS']","['OL', 'NH']","['OL', 'HS']","['100', '80']","['100', '100']","['80', '80']"
490,6,802,"&#8220;@###### Dej loaf ever bitch wc today, all it takes is a lil juice and these bitches want you&#8221;",B_conf,"NH20, OL90","HS80, OL100","NH20, OL80","['NH', 'OL']","['HS', 'OL']","['NH', 'OL']","['20', '90']","['80', '100']","['20', '80']"
490,6,802,"&#8220;@###### Dej loaf ever bitch wc today, all it takes is a lil juice and these bitches want you&#8221;",C.HS_conf,NH40,NH80,HS70,['NH'],['NH'],['HS'],['40'],['80'],['70']
490,6,802,"&#8220;@###### Dej loaf ever bitch wc today, all it takes is a lil juice and these bitches want you&#8221;",C.OL_conf,OL99,OL95,OL100,['OL'],['OL'],['OL'],['99'],['95'],['100']
230,4,803,Niggaz irrational these days...Quick to jump bad bout a bitch...,A_conf,"OL90, HS95","OL95, NH50","OL100, NH0","['OL', 'HS']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['95', '50']","['100', '0']"
230,4,803,Niggaz irrational these days...Quick to jump bad bout a bitch...,B_conf,"HS80, OL60","HS60, OL80","NH0, OL100","['HS', 'OL']","['HS', 'OL']","['NH', 'OL']","['80', '60']","['60', '80']","['0', '100']"
230,4,803,Niggaz irrational these days...Quick to jump bad bout a bitch...,C.HS_conf,NH80,NH60,HS92,['NH'],['NH'],['HS'],['80'],['60'],['92']
230,4,803,Niggaz irrational these days...Quick to jump bad bout a bitch...,C.OL_conf,OL100,OL80,OL100,['OL'],['OL'],['OL'],['100'],['80'],['100']
342,5,804,I dont even say nigga i say nigger. Im like Chuck Norris. I say the nigger word without checking over my shoulder.,A_conf,"OL100, NH100","NO60, OL20","OL100, NH90","['OL', 'NH']","['NO', 'OL']","['OL', 'NH']","['100', '100']","['60', '20']","['100', '90']"
342,5,804,I dont even say nigga i say nigger. Im like Chuck Norris. I say the nigger word without checking over my shoulder.,B_conf,"NH0, OL100","NH20, OL100","NH20, OL80","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['0', '100']","['20', '100']","['20', '80']"
342,5,804,I dont even say nigga i say nigger. Im like Chuck Norris. I say the nigger word without checking over my shoulder.,C.HS_conf,NH90,NH80,NH90,['NH'],['NH'],['NH'],['90'],['80'],['90']
342,5,804,I dont even say nigga i say nigger. Im like Chuck Norris. I say the nigger word without checking over my shoulder.,C.OL_conf,OL100,OL100,OL100,['OL'],['OL'],['OL'],['100'],['100'],['100']
229,6,805,RT @###### Rihanna really is trash,A_conf,"OL100, NH80","OL80, NH60","OL60, NH80","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['100', '80']","['80', '60']","['60', '80']"
229,6,805,RT @###### Rihanna really is trash,B_conf,"NH20, OL80","NH90, OL60","NH0, OL0","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['20', '80']","['90', '60']","['0', '0']"
229,6,805,RT @###### Rihanna really is trash,C.HS_conf,NH70,NH80,NH85,['NH'],['NH'],['NH'],['70'],['80'],['85']
229,6,805,RT @###### Rihanna really is trash,C.OL_conf,NO100,OL100,OL100,['NO'],['OL'],['OL'],['100'],['100'],['100']
42,4,806,"graham crackers with marshmallows, the little marshmallows and little chocolate bars and we can make s'mores, man.",A_conf,"OL0, NH100","NH100, NO100","NO80, NH80","['OL', 'NH']","['NH', 'NO']","['NO', 'NH']","['0', '100']","['100', '100']","['80', '80']"
42,4,806,"graham crackers with marshmallows, the little marshmallows and little chocolate bars and we can make s'mores, man.",B_conf,"NH100, NO100","NH100, NO100","NH100, NO100","['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['100', '100']","['100', '100']","['100', '100']"
42,4,806,"graham crackers with marshmallows, the little marshmallows and little chocolate bars and we can make s'mores, man.",C.HS_conf,NH100,NH100,NH100,['NH'],['NH'],['NH'],['100'],['100'],['100']
42,4,806,"graham crackers with marshmallows, the little marshmallows and little chocolate bars and we can make s'mores, man.",C.OL_conf,NO100,NO100,OL0,['NO'],['NO'],['OL'],['100'],['100'],['0']
96,6,807,RT @###### If your girl didn't camp out overnight to buy you the iPhone 6 your pee pee is trash...,A_conf,"OL80, NH20","OL90, NH80","OL100, NH80","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['80', '20']","['90', '80']","['100', '80']"
96,6,807,RT @###### If your girl didn't camp out overnight to buy you the iPhone 6 your pee pee is trash...,B_conf,"NH50, OL100","NH60, OL90","NH100, OL90","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['50', '100']","['60', '90']","['100', '90']"
96,6,807,RT @###### If your girl didn't camp out overnight to buy you the iPhone 6 your pee pee is trash...,C.HS_conf,NH90,NH50,NH80,['NH'],['NH'],['NH'],['90'],['50'],['80']
96,6,807,RT @###### If your girl didn't camp out overnight to buy you the iPhone 6 your pee pee is trash...,C.OL_conf,OL80,OL98,OL50,['OL'],['OL'],['OL'],['80'],['98'],['50']
266,1,808,These hoe niggas havnt seen half of me. #2chainz,A_conf,"OL95, NH20","OL100, NH90","OL95, HS85","['OL', 'NH']","['OL', 'NH']","['OL', 'HS']","['95', '20']","['100', '90']","['95', '85']"
266,1,808,These hoe niggas havnt seen half of me. #2chainz,B_conf,"NH0, OL100","NH10, OL90","NH20, OL90","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['0', '100']","['10', '90']","['20', '90']"
266,1,808,These hoe niggas havnt seen half of me. #2chainz,C.HS_conf,NH75,NH82,NH40,['NH'],['NH'],['NH'],['75'],['82'],['40']
266,1,808,These hoe niggas havnt seen half of me. #2chainz,C.OL_conf,OL95,OL90,OL98,['OL'],['OL'],['OL'],['95'],['90'],['98']
375,1,809,@###### sockin bitches in they mouf,A_conf,"OL100, NH0","OL100, HS80","OL100, NH0","['OL', 'NH']","['OL', 'HS']","['OL', 'NH']","['100', '0']","['100', '80']","['100', '0']"
375,1,809,@###### sockin bitches in they mouf,B_conf,"HS100, OL100","NH25, OL90","NH20, OL80","['HS', 'OL']","['NH', 'OL']","['NH', 'OL']","['100', '100']","['25', '90']","['20', '80']"
375,1,809,@###### sockin bitches in they mouf,C.HS_conf,NH60,HS95,NH40,['NH'],['HS'],['NH'],['60'],['95'],['40']
375,1,809,@###### sockin bitches in they mouf,C.OL_conf,OL100,OL100,OL100,['OL'],['OL'],['OL'],['100'],['100'],['100']
115,5,810,I wouldn't want my girl showing her goodies to every niggah &#128530;&#9995;,A_conf,"OL100, NH80","OL90, HS20","NO5, NH20","['OL', 'NH']","['OL', 'HS']","['NO', 'NH']","['100', '80']","['90', '20']","['5', '20']"
115,5,810,I wouldn't want my girl showing her goodies to every niggah &#128530;&#9995;,B_conf,"HS40, OL60","NH80, OL100","HS90, OL100","['HS', 'OL']","['NH', 'OL']","['HS', 'OL']","['40', '60']","['80', '100']","['90', '100']"
115,5,810,I wouldn't want my girl showing her goodies to every niggah &#128530;&#9995;,C.HS_conf,NH80,NH90,HS60,['NH'],['NH'],['HS'],['80'],['90'],['60']
115,5,810,I wouldn't want my girl showing her goodies to every niggah &#128530;&#9995;,C.OL_conf,OL80,OL100,OL100,['OL'],['OL'],['OL'],['80'],['100'],['100']
1,1,811,Fat fucking funky nasty ass hoes,A_conf,"OL100, NH0","OL100, NH20","OL100, NH20","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['100', '0']","['100', '20']","['100', '20']"
1,1,811,Fat fucking funky nasty ass hoes,B_conf,"NH5, OL95","NH0, OL100","HS100, OL100","['NH', 'OL']","['NH', 'OL']","['HS', 'OL']","['5', '95']","['0', '100']","['100', '100']"
1,1,811,Fat fucking funky nasty ass hoes,C.HS_conf,NH40,NH60,NH20,['NH'],['NH'],['NH'],['40'],['60'],['20']
1,1,811,Fat fucking funky nasty ass hoes,C.OL_conf,OL100,OL100,OL100,['OL'],['OL'],['OL'],['100'],['100'],['100']
407,6,812,She bitch goddess thinks she owns New York????? .........wait...... @###### #LameApocalypses,A_conf,"OL100, NH80","OL100, NH90","OL100, NH80","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['100', '80']","['100', '90']","['100', '80']"
407,6,812,She bitch goddess thinks she owns New York????? .........wait...... @###### #LameApocalypses,B_conf,"NH60, OL40","NH75, OL100","NH80, OL90","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['60', '40']","['75', '100']","['80', '90']"
407,6,812,She bitch goddess thinks she owns New York????? .........wait...... @###### #LameApocalypses,C.HS_conf,NH60,NH45,NH78,['NH'],['NH'],['NH'],['60'],['45'],['78']
407,6,812,She bitch goddess thinks she owns New York????? .........wait...... @###### #LameApocalypses,C.OL_conf,OL100,OL100,OL100,['OL'],['OL'],['OL'],['100'],['100'],['100']
122,1,813,RT @###### pussy,A_conf,"OL80, NH20","OL100, NH20","OL80, NH20","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['80', '20']","['100', '20']","['80', '20']"
122,1,813,RT @###### pussy,B_conf,"NH20, OL80","NH20, OL90","NH0, OL90","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['20', '80']","['20', '90']","['0', '90']"
122,1,813,RT @###### pussy,C.HS_conf,NH60,HS40,NH50,['NH'],['HS'],['NH'],['60'],['40'],['50']
122,1,813,RT @###### pussy,C.OL_conf,OL100,OL90,OL100,['OL'],['OL'],['OL'],['100'],['90'],['100']
189,3,814,"Lean wit it, Rock wit it az niccas. Lol",A_conf,"OL95, NH80","OL20, NH80","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['95', '80']","['20', '80']","['90', '95']"
189,3,814,"Lean wit it, Rock wit it az niccas. Lol",B_conf,"OL100, NH0","NH80, OL100","NH100, OL100","['OL', 'NH']","['NH', 'OL']","['NH', 'OL']","['100', '0']","['80', '100']","['100', '100']"
189,3,814,"Lean wit it, Rock wit it az niccas. Lol",C.HS_conf,NH90,NH100,NH80,['NH'],['NH'],['NH'],['90'],['100'],['80']
189,3,814,"Lean wit it, Rock wit it az niccas. Lol",C.OL_conf,OL100,OL99,NO0,['OL'],['OL'],['NO'],['100'],['99'],['0']
262,2,815,Flights from Liberia should just be rerouted to Ferguson.. 2 birds 1 stone.,A_conf,"OL95, NH90","OL80, NH20","OL60, NH20","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['95', '90']","['80', '20']","['60', '20']"
262,2,815,Flights from Liberia should just be rerouted to Ferguson.. 2 birds 1 stone.,B_conf,"NH95, OL0","NH100, OL0","NH100, OL0","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['95', '0']","['100', '0']","['100', '0']"
262,2,815,Flights from Liberia should just be rerouted to Ferguson.. 2 birds 1 stone.,C.HS_conf,NH65,NH92,NH80,['NH'],['NH'],['NH'],['65'],['92'],['80']
262,2,815,Flights from Liberia should just be rerouted to Ferguson.. 2 birds 1 stone.,C.OL_conf,OL90,OL95,NO0,['OL'],['OL'],['NO'],['90'],['95'],['0']
489,6,816,Lmfao all bitches is hoes then,A_conf,"OL95, NH20","OL95, NH20","OL100, NH0","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['95', '20']","['95', '20']","['100', '0']"
489,6,816,Lmfao all bitches is hoes then,B_conf,"NH60, OL90","NH20, OL80","NH0, OL99","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['60', '90']","['20', '80']","['0', '99']"
489,6,816,Lmfao all bitches is hoes then,C.HS_conf,NH85,NH50,NH70,['NH'],['NH'],['NH'],['85'],['50'],['70']
489,6,816,Lmfao all bitches is hoes then,C.OL_conf,OL80,OL90,OL100,['OL'],['OL'],['OL'],['80'],['90'],['100']
175,1,817,RT @###### It's settled. The Ding Dong is far superior than the Twinkie.,A_conf,"OL60, NH80","OL0, NH100","OL50, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['60', '80']","['0', '100']","['50', '95']"
175,1,817,RT @###### It's settled. The Ding Dong is far superior than the Twinkie.,B_conf,"NH100, NO100","NH100, NO100","NH100, NO100","['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['100', '100']","['100', '100']","['100', '100']"
175,1,817,RT @###### It's settled. The Ding Dong is far superior than the Twinkie.,C.HS_conf,NH100,NH100,NH100,['NH'],['NH'],['NH'],['100'],['100'],['100']
175,1,817,RT @###### It's settled. The Ding Dong is far superior than the Twinkie.,C.OL_conf,OL0,OL0,OL0,['OL'],['OL'],['OL'],['0'],['0'],['0']
65,3,818,@###### And you a funny ofay! My mammy woulda been happy I made friends wit da folk dat brought us to da new world in chains,A_conf,"OL80, HS100","OL90, HS80","OL90, HS100","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['80', '100']","['90', '80']","['90', '100']"
65,3,818,@###### And you a funny ofay! My mammy woulda been happy I made friends wit da folk dat brought us to da new world in chains,B_conf,"HS100, OL100","NH80, OL100","HS95, OL95","['HS', 'OL']","['NH', 'OL']","['HS', 'OL']","['100', '100']","['80', '100']","['95', '95']"
65,3,818,@###### And you a funny ofay! My mammy woulda been happy I made friends wit da folk dat brought us to da new world in chains,C.HS_conf,HS75,NH85,HS85,['HS'],['NH'],['HS'],['75'],['85'],['85']
65,3,818,@###### And you a funny ofay! My mammy woulda been happy I made friends wit da folk dat brought us to da new world in chains,C.OL_conf,OL90,OL95,OL100,['OL'],['OL'],['OL'],['90'],['95'],['100']
136,5,819,Too many pretty bitches got the sore throat voice.Mostly red bones. #TurnOff,A_conf,"OL80, NH90","OL70, NH60","OL60, NH90","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['80', '90']","['70', '60']","['60', '90']"
136,5,819,Too many pretty bitches got the sore throat voice.Mostly red bones. #TurnOff,B_conf,"NH60, OL90","HS70, OL80","NH80, OL100","['NH', 'OL']","['HS', 'OL']","['NH', 'OL']","['60', '90']","['70', '80']","['80', '100']"
136,5,819,Too many pretty bitches got the sore throat voice.Mostly red bones. #TurnOff,C.HS_conf,NH78,NH76,NH67,['NH'],['NH'],['NH'],['78'],['76'],['67']
136,5,819,Too many pretty bitches got the sore throat voice.Mostly red bones. #TurnOff,C.OL_conf,OL100,OL95,OL100,['OL'],['OL'],['OL'],['100'],['95'],['100']
46,4,820,RT @###### Its unexplainable how booty and fucking ass these bitches be. They live to be funny.,A_conf,"OL100, NH80","OL90, HS80","OL100, NH0","['OL', 'NH']","['OL', 'HS']","['OL', 'NH']","['100', '80']","['90', '80']","['100', '0']"
46,4,820,RT @###### Its unexplainable how booty and fucking ass these bitches be. They live to be funny.,B_conf,"NH0, OL50","NH30, OL90","HS80, OL100","['NH', 'OL']","['NH', 'OL']","['HS', 'OL']","['0', '50']","['30', '90']","['80', '100']"
46,4,820,RT @###### Its unexplainable how booty and fucking ass these bitches be. They live to be funny.,C.HS_conf,HS72,NH75,NH85,['HS'],['NH'],['NH'],['72'],['75'],['85']
46,4,820,RT @###### Its unexplainable how booty and fucking ass these bitches be. They live to be funny.,C.OL_conf,OL100,OL100,OL90,['OL'],['OL'],['OL'],['100'],['100'],['90']
152,1,821,""" So hoes that smoke are losers ? "" yea ... go on IG",A_conf,"OL60, NH80","OL100, NH80","OL80, NH20","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['60', '80']","['100', '80']","['80', '20']"
152,1,821,""" So hoes that smoke are losers ? "" yea ... go on IG",B_conf,"NH40, OL60","NH30, OL70","NH95, OL80","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['40', '60']","['30', '70']","['95', '80']"
152,1,821,""" So hoes that smoke are losers ? "" yea ... go on IG",C.HS_conf,NH70,HS80,NH20,['NH'],['HS'],['NH'],['70'],['80'],['20']
152,1,821,""" So hoes that smoke are losers ? "" yea ... go on IG",C.OL_conf,OL60,OL75,OL90,['OL'],['OL'],['OL'],['60'],['75'],['90']
310,1,822,"@###### Nope, never taken neighbors actual stuff. Just wifi. Acct info in their trash cans at 3am. Super easy.",A_conf,"NO0, NH20","OL80, NH100","NO0, NH80","['NO', 'NH']","['OL', 'NH']","['NO', 'NH']","['0', '20']","['80', '100']","['0', '80']"
310,1,822,"@###### Nope, never taken neighbors actual stuff. Just wifi. Acct info in their trash cans at 3am. Super easy.",B_conf,"NH95, NO95","NH99, OL1","NH100, OL0","['NH', 'NO']","['NH', 'OL']","['NH', 'OL']","['95', '95']","['99', '1']","['100', '0']"
310,1,822,"@###### Nope, never taken neighbors actual stuff. Just wifi. Acct info in their trash cans at 3am. Super easy.",C.HS_conf,NH95,NH95,NH85,['NH'],['NH'],['NH'],['95'],['95'],['85']
310,1,822,"@###### Nope, never taken neighbors actual stuff. Just wifi. Acct info in their trash cans at 3am. Super easy.",C.OL_conf,NO0,NO0,NO0,['NO'],['NO'],['NO'],['0'],['0'],['0']
14,5,823,@###### @###### ie don't make a hoe a housewife,A_conf,"OL80, NH20","OL90, NH20","OL80, NH20","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['80', '20']","['90', '20']","['80', '20']"
14,5,823,@###### @###### ie don't make a hoe a housewife,B_conf,"NH20, OL80","NH40, OL90","HS70, OL100","['NH', 'OL']","['NH', 'OL']","['HS', 'OL']","['20', '80']","['40', '90']","['70', '100']"
14,5,823,@###### @###### ie don't make a hoe a housewife,C.HS_conf,NH85,NH85,NH60,['NH'],['NH'],['NH'],['85'],['85'],['60']
14,5,823,@###### @###### ie don't make a hoe a housewife,C.OL_conf,OL100,OL100,OL100,['OL'],['OL'],['OL'],['100'],['100'],['100']
364,5,824,So niggers really believe Phelps just smokin on a regular huh? Tell me now &amp; I'll log off for the night,A_conf,"OL100, NH90","OL95, HS100","OL90, HS100","['OL', 'NH']","['OL', 'HS']","['OL', 'HS']","['100', '90']","['95', '100']","['90', '100']"
364,5,824,So niggers really believe Phelps just smokin on a regular huh? Tell me now &amp; I'll log off for the night,B_conf,"NH80, OL100","NH0, OL100","NH0, OL80","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['80', '100']","['0', '100']","['0', '80']"
364,5,824,So niggers really believe Phelps just smokin on a regular huh? Tell me now &amp; I'll log off for the night,C.HS_conf,HS80,HS100,NH92,['HS'],['HS'],['NH'],['80'],['100'],['92']
364,5,824,So niggers really believe Phelps just smokin on a regular huh? Tell me now &amp; I'll log off for the night,C.OL_conf,OL95,OL100,OL100,['OL'],['OL'],['OL'],['95'],['100'],['100']
360,4,825,RT @###### There's only ONE bae at the end of the day. &#128584;&#128175;&#128149;&#128571; Cause she ride for me unlike you other bitches.,A_conf,"OL80, NH100","OL80, NH80","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['80', '100']","['80', '80']","['90', '95']"
360,4,825,RT @###### There's only ONE bae at the end of the day. &#128584;&#128175;&#128149;&#128571; Cause she ride for me unlike you other bitches.,B_conf,"NH90, OL100

Explanation:
This tweet uses a derogatory term ""bitches"" to refer to the person being compared to the person's ""bae"" (boyfriend/girlfriend). Although it's a derogatory term, it does not meet the requirements of hate speech as it's not intended to express hatred towards a targeted group. Therefore, it is classified as Offensive Language (OL). The tweet does not contain hate speech, hence NH90. The confidence score in NH is 90% because while the tone is derogatory, it's still within a romantic context and not targeted at a specific group that could be considered hate speech.","NH95, OL80","NH20, OL90","['NH', 'OL', 'Explanation', 'This', 'tweet', 'uses', 'a', 'derogatory', 'term', 'bitches', 'to', 'refer', 'to', 'the', 'person', 'being', 'compared', 'to', 'the', 'person', 's', 'bae', 'boyfriend', 'girlfriend', 'Although', 'it', 's', 'a', 'derogatory', 'term', 'it', 'does', 'not', 'meet', 'the', 'requirements', 'of', 'hate', 'speech', 'as', 'it', 's', 'not', 'intended', 'to', 'express', 'hatred', 'towards', 'a', 'targeted', 'group', 'Therefore', 'it', 'is', 'classified', 'as', 'Offensive', 'Language', 'OL', 'The', 'tweet', 'does', 'not', 'contain', 'hate', 'speech', 'hence', 'NH', 'The', 'confidence', 'score', 'in', 'NH', 'is', 'because', 'while', 'the', 'tone', 'is', 'derogatory', 'it', 's', 'still', 'within', 'a', 'romantic', 'context', 'and', 'not', 'targeted', 'at', 'a', 'specific', 'group', 'that', 'could', 'be', 'considered', 'hate', 'speech']","['NH', 'OL']","['NH', 'OL']","['90', '100', '90', '90']","['95', '80']","['20', '90']"
