batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label,R1_score,R2_score,R3_score
179,6,958,"@###### I got a kenwood amp to but it's probably ghetto, right?",C.OL_conf,OL70,OL70,OL70,['OL'],['OL'],['OL'],['70'],['70'],['70']
23,5,959,"Bought this Lp in Manchester the other week, had no idea it was coloured vinyl. Man what a steal!!!!! #VinylGasm #Re-Machined",A_conf,"NO90, NH100","NO90, NH95","NO90, NH95","['NO', 'NH']","['NO', 'NH']","['NO', 'NH']","['90', '100']","['90', '95']","['90', '95']"
23,5,959,"Bought this Lp in Manchester the other week, had no idea it was coloured vinyl. Man what a steal!!!!! #VinylGasm #Re-Machined",B_conf,"NH100, NO100","NH100, NO100","NH100, NO100","['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['100', '100']","['100', '100']","['100', '100']"
23,5,959,"Bought this Lp in Manchester the other week, had no idea it was coloured vinyl. Man what a steal!!!!! #VinylGasm #Re-Machined",C.HS_conf,NH95,NH99,NH95,['NH'],['NH'],['NH'],['95'],['99'],['95']
23,5,959,"Bought this Lp in Manchester the other week, had no idea it was coloured vinyl. Man what a steal!!!!! #VinylGasm #Re-Machined",C.OL_conf,NO100,NO100,NO100,['NO'],['NO'],['NO'],['100'],['100'],['100']
292,6,960,Stupid ass hoe,A_conf,"OL100, NH90","OL100, NH90","OL100, NH90","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['100', '90']","['100', '90']","['100', '90']"
292,6,960,Stupid ass hoe,B_conf,"NH90, OL100","NH90, OL100","NH90, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '100']","['90', '100']","['90', '100']"
292,6,960,Stupid ass hoe,C.HS_conf,NH90,NH70,NH90,['NH'],['NH'],['NH'],['90'],['70'],['90']
292,6,960,Stupid ass hoe,C.OL_conf,OL95,OL95,OL90,['OL'],['OL'],['OL'],['95'],['95'],['90']
288,5,961,STFU BORIS FAGJO! RT @###### Cause he a faggot!! Makes sense now right?? RT @###### Bran prolly real nurturing lol,A_conf,"OL100, HS90","OL100, HS90","OL100, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '90']","['100', '90']","['100', '90']"
288,5,961,STFU BORIS FAGJO! RT @###### Cause he a faggot!! Makes sense now right?? RT @###### Bran prolly real nurturing lol,B_conf,"HS90, OL100","HS90, OL100","HS95, OL100","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['90', '100']","['90', '100']","['95', '100']"
288,5,961,STFU BORIS FAGJO! RT @###### Cause he a faggot!! Makes sense now right?? RT @###### Bran prolly real nurturing lol,C.HS_conf,HS90,HS95,HS95,['HS'],['HS'],['HS'],['90'],['95'],['95']
288,5,961,STFU BORIS FAGJO! RT @###### Cause he a faggot!! Makes sense now right?? RT @###### Bran prolly real nurturing lol,C.OL_conf,OL100,OL90,OL100,['OL'],['OL'],['OL'],['100'],['90'],['100']
72,4,962,@###### @ me then faggot,A_conf,"OL95, HS90","OL90, HS85","OL95, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['95', '90']","['90', '85']","['95', '90']"
72,4,962,@###### @ me then faggot,B_conf,"HS95, OL100","NH80, OL100","NH90, OL100","['HS', 'OL']","['NH', 'OL']","['NH', 'OL']","['95', '100']","['80', '100']","['90', '100']"
72,4,962,@###### @ me then faggot,C.HS_conf,HS95,HS90,HS90,['HS'],['HS'],['HS'],['95'],['90'],['90']
72,4,962,@###### @ me then faggot,C.OL_conf,OL95,OL95,OL95,['OL'],['OL'],['OL'],['95'],['95'],['95']
461,3,963,@###### @###### it's okay I'll get bitches on this dick anyway but thanks for the tip,A_conf,"OL90, NH70","OL90, NH85","OL90, NH70","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '70']","['90', '85']","['90', '70']"
461,3,963,@###### @###### it's okay I'll get bitches on this dick anyway but thanks for the tip,B_conf,"NH90, OL95","NH70, OL90","NH70, OL90","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['70', '90']","['70', '90']"
461,3,963,@###### @###### it's okay I'll get bitches on this dick anyway but thanks for the tip,C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
461,3,963,@###### @###### it's okay I'll get bitches on this dick anyway but thanks for the tip,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
258,4,964,"Brooooooo that wingstop went sooooo clutch, I straight ran through that hoe!!",A_conf,"OL90, NH90","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '90']","['90', '95']","['90', '95']"
258,4,964,"Brooooooo that wingstop went sooooo clutch, I straight ran through that hoe!!",B_conf,"NH90, OL95","NH90, OL95","NH95, OL90","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '95']","['95', '90']"
258,4,964,"Brooooooo that wingstop went sooooo clutch, I straight ran through that hoe!!",C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
258,4,964,"Brooooooo that wingstop went sooooo clutch, I straight ran through that hoe!!",C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
93,1,965,Wow redskins don't want this,A_conf,"OL90, NH95","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']"
93,1,965,Wow redskins don't want this,B_conf,"NH90, OL100","NH90, OL95","NH90, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '100']","['90', '95']","['90', '100']"
93,1,965,Wow redskins don't want this,C.HS_conf,NH90,NH90,NH70,['NH'],['NH'],['NH'],['90'],['90'],['70']
93,1,965,Wow redskins don't want this,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
493,1,966,@###### @###### @###### Cant the Yankees make some last weeks moves??,A_conf,"NO90, NH95","OL60, NH90","OL30, NH90","['NO', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['60', '90']","['30', '90']"
493,1,966,@###### @###### @###### Cant the Yankees make some last weeks moves??,B_conf,"NH90, OL70","NH90, OL70","NH90, OL70","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '70']","['90', '70']","['90', '70']"
493,1,966,@###### @###### @###### Cant the Yankees make some last weeks moves??,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
493,1,966,@###### @###### @###### Cant the Yankees make some last weeks moves??,C.OL_conf,NO90,NO90,NO90,['NO'],['NO'],['NO'],['90'],['90'],['90']
476,3,967,See the jumbotron? That&#8217;s where the jig is,A_conf,"OL90, HS70","OL90, HS85","OL90, HS85","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['90', '70']","['90', '85']","['90', '85']"
476,3,967,See the jumbotron? That&#8217;s where the jig is,B_conf,"NH90, OL100","HS95, OL100","NH90, OL100","['NH', 'OL']","['HS', 'OL']","['NH', 'OL']","['90', '100']","['95', '100']","['90', '100']"
476,3,967,See the jumbotron? That&#8217;s where the jig is,C.HS_conf,HS90,HS90,HS90,['HS'],['HS'],['HS'],['90'],['90'],['90']
476,3,967,See the jumbotron? That&#8217;s where the jig is,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
125,3,968,I think this nigga retarded G,A_conf,"OL100, HS90","OL100, HS90","OL100, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '90']","['100', '90']","['100', '90']"
125,3,968,I think this nigga retarded G,B_conf,"HS90, OL100","HS90, OL95","HS90, OL100","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['90', '100']","['90', '95']","['90', '100']"
125,3,968,I think this nigga retarded G,C.HS_conf,HS90,HS90,HS90,['HS'],['HS'],['HS'],['90'],['90'],['90']
125,3,968,I think this nigga retarded G,C.OL_conf,OL90,OL95,OL90,['OL'],['OL'],['OL'],['90'],['95'],['90']
238,2,969,The people who have historically been called white trash were called that for a reason. They're white trash. The truth hurts.,A_conf,"OL95, HS80","OL95, HS85","OL90, HS70","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['95', '80']","['95', '85']","['90', '70']"
238,2,969,The people who have historically been called white trash were called that for a reason. They're white trash. The truth hurts.,B_conf,"HS90, OL100","HS90, OL95","HS90, OL100","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['90', '100']","['90', '95']","['90', '100']"
238,2,969,The people who have historically been called white trash were called that for a reason. They're white trash. The truth hurts.,C.HS_conf,NH70,NH70,HS90,['NH'],['NH'],['HS'],['70'],['70'],['90']
238,2,969,The people who have historically been called white trash were called that for a reason. They're white trash. The truth hurts.,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
441,4,970,RT @###### Only low self esteem niggas walk around braggin about bitches he fucked! They have something to prove to ppl,A_conf,"OL95, HS85","OL100, HS90","OL100, HS70","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['95', '85']","['100', '90']","['100', '70']"
441,4,970,RT @###### Only low self esteem niggas walk around braggin about bitches he fucked! They have something to prove to ppl,B_conf,"HS90, OL100","NH90, OL100","NH70, OL100","['HS', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '100']","['90', '100']","['70', '100']"
441,4,970,RT @###### Only low self esteem niggas walk around braggin about bitches he fucked! They have something to prove to ppl,C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
441,4,970,RT @###### Only low self esteem niggas walk around braggin about bitches he fucked! They have something to prove to ppl,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
445,5,971,@###### should be going to free birds anyways,A_conf,"OL90, NH95","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']"
445,5,971,@###### should be going to free birds anyways,B_conf,"NH90, OL95","NH90, OL95","NH90, OL80","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '95']","['90', '80']"
445,5,971,@###### should be going to free birds anyways,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
445,5,971,@###### should be going to free birds anyways,C.OL_conf,NO90,NO90,OL90,['NO'],['NO'],['OL'],['90'],['90'],['90']
4,1,972,Ruby is not ugly #bunga bunga,A_conf,"OL90, NH95","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']"
4,1,972,Ruby is not ugly #bunga bunga,B_conf,"NH90, OL95","NH90, OL80","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '80']","['90', '95']"
4,1,972,Ruby is not ugly #bunga bunga,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
4,1,972,Ruby is not ugly #bunga bunga,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
291,1,973,"All these afternoon groups are trash besides the Bubba, Keegs and Furyk group #TheMemorialTournament",A_conf,"NO90, NH95","NO90, NH95","NO90, NH95","['NO', 'NH']","['NO', 'NH']","['NO', 'NH']","['90', '95']","['90', '95']","['90', '95']"
291,1,973,"All these afternoon groups are trash besides the Bubba, Keegs and Furyk group #TheMemorialTournament",B_conf,"NH90, NO80","NH90, NO80","NH90, NO80","['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['90', '80']","['90', '80']","['90', '80']"
291,1,973,"All these afternoon groups are trash besides the Bubba, Keegs and Furyk group #TheMemorialTournament",C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
291,1,973,"All these afternoon groups are trash besides the Bubba, Keegs and Furyk group #TheMemorialTournament",C.OL_conf,NO90,NO90,NO90,['NO'],['NO'],['NO'],['90'],['90'],['90']
464,2,974,@###### @###### two birds with one stone Biggs.,A_conf,"OL90, NH95","OL90, NH90","OL90, NH85","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '90']","['90', '85']"
464,2,974,@###### @###### two birds with one stone Biggs.,B_conf,"NH90, OL70","NH90, OL95","NH90, OL80","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '70']","['90', '95']","['90', '80']"
464,2,974,@###### @###### two birds with one stone Biggs.,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
464,2,974,@###### @###### two birds with one stone Biggs.,C.OL_conf,OL90,NO90,OL90,['OL'],['NO'],['OL'],['90'],['90'],['90']
172,3,975,RT @###### You a hoe if your cellphone bill more than $100 a month,A_conf,"OL90, NH95","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']"
172,3,975,RT @###### You a hoe if your cellphone bill more than $100 a month,B_conf,"NH90, OL95","NH90, OL95","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '95']","['90', '95']"
172,3,975,RT @###### You a hoe if your cellphone bill more than $100 a month,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
172,3,975,RT @###### You a hoe if your cellphone bill more than $100 a month,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
475,3,976,RT @###### Lol I'm litetally just a walking trash can,A_conf,"OL90, NH95","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']"
475,3,976,RT @###### Lol I'm litetally just a walking trash can,B_conf,"NH90, OL95","NH90, OL95","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '95']","['90', '95']"
475,3,976,RT @###### Lol I'm litetally just a walking trash can,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
475,3,976,RT @###### Lol I'm litetally just a walking trash can,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
160,5,977,"I'm a redneck, but without the homophobia and racism",A_conf,"OL70, NH90","OL30, NH90","OL30, NH90","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['70', '90']","['30', '90']","['30', '90']"
160,5,977,"I'm a redneck, but without the homophobia and racism",B_conf,"NH95, NO90","NH95, NO70","NH100, NO80","['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['95', '90']","['95', '70']","['100', '80']"
160,5,977,"I'm a redneck, but without the homophobia and racism",C.HS_conf,NH95,NH95,NH95,['NH'],['NH'],['NH'],['95'],['95'],['95']
160,5,977,"I'm a redneck, but without the homophobia and racism",C.OL_conf,NO90,NO90,NO100,['NO'],['NO'],['NO'],['90'],['90'],['100']
135,5,978,.@###### Klain's real (sole) job is to dampen down the mushrooming bad PR and political fallout heading into Nov election.,A_conf,"OL90, NH95","NO90, NH95","OL90, NH95","['OL', 'NH']","['NO', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']"
135,5,978,.@###### Klain's real (sole) job is to dampen down the mushrooming bad PR and political fallout heading into Nov election.,B_conf,"NH95, OL80","NH90, OL80","NH95, OL80","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['95', '80']","['90', '80']","['95', '80']"
135,5,978,.@###### Klain's real (sole) job is to dampen down the mushrooming bad PR and political fallout heading into Nov election.,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
135,5,978,.@###### Klain's real (sole) job is to dampen down the mushrooming bad PR and political fallout heading into Nov election.,C.OL_conf,NO90,NO90,NO90,['NO'],['NO'],['NO'],['90'],['90'],['90']
15,1,979,"Fuck you faggot ""@###### Grow up RT @###### I'm gonna be an old ass man STILL playing video games""",A_conf,"OL100, HS90","OL100, HS90","OL100, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '90']","['100', '90']","['100', '90']"
15,1,979,"Fuck you faggot ""@###### Grow up RT @###### I'm gonna be an old ass man STILL playing video games""",B_conf,"NH70, OL100","NH70, OL100","NH90, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['70', '100']","['70', '100']","['90', '100']"
15,1,979,"Fuck you faggot ""@###### Grow up RT @###### I'm gonna be an old ass man STILL playing video games""",C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
15,1,979,"Fuck you faggot ""@###### Grow up RT @###### I'm gonna be an old ass man STILL playing video games""",C.OL_conf,OL90,OL100,OL95,['OL'],['OL'],['OL'],['90'],['100'],['95']
416,1,980,@###### @###### stfu hoe and fucking answer me before I smack the shit outta you and your faggot aunt.,A_conf,"OL100, HS90","OL100, HS90","OL100, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '90']","['100', '90']","['100', '90']"
416,1,980,@###### @###### stfu hoe and fucking answer me before I smack the shit outta you and your faggot aunt.,B_conf,"HS90, OL100","HS95, OL100","HS90, OL100","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['90', '100']","['95', '100']","['90', '100']"
416,1,980,@###### @###### stfu hoe and fucking answer me before I smack the shit outta you and your faggot aunt.,C.HS_conf,HS95,HS95,HS95,['HS'],['HS'],['HS'],['95'],['95'],['95']
416,1,980,@###### @###### stfu hoe and fucking answer me before I smack the shit outta you and your faggot aunt.,C.OL_conf,OL100,OL100,OL100,['OL'],['OL'],['OL'],['100'],['100'],['100']
145,3,981,@###### @###### homo ass crackers,A_conf,"OL90, HS85","OL95, HS85","OL90, HS85","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['90', '85']","['95', '85']","['90', '85']"
145,3,981,@###### @###### homo ass crackers,B_conf,"NH90, OL95","NH90, OL100","NH90, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '100']","['90', '100']"
145,3,981,@###### @###### homo ass crackers,C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
145,3,981,@###### @###### homo ass crackers,C.OL_conf,OL90,OL95,OL95,['OL'],['OL'],['OL'],['90'],['95'],['95']
261,6,982,Lmfao no you didnt RT @###### @###### got cute new avi and all but she too old for colored contacts &#128073;&#128064;&#128584;,A_conf,"OL90, NH95","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']"
261,6,982,Lmfao no you didnt RT @###### @###### got cute new avi and all but she too old for colored contacts &#128073;&#128064;&#128584;,B_conf,"NH90, OL95","NH90, OL80","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '80']","['90', '95']"
261,6,982,Lmfao no you didnt RT @###### @###### got cute new avi and all but she too old for colored contacts &#128073;&#128064;&#128584;,C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
261,6,982,Lmfao no you didnt RT @###### @###### got cute new avi and all but she too old for colored contacts &#128073;&#128064;&#128584;,C.OL_conf,OL90,OL80,OL90,['OL'],['OL'],['OL'],['90'],['80'],['90']
235,3,983,"Don't worry bout me I got it all arranged bitch. Mind your business, stay in your lane bitch
#vote5sos
#EMABiggestFans1D",A_conf,"OL95, NH90","OL95, NH90","OL95, NH90","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['95', '90']","['95', '90']","['95', '90']"
235,3,983,"Don't worry bout me I got it all arranged bitch. Mind your business, stay in your lane bitch
#vote5sos
#EMABiggestFans1D",B_conf,"NH90, OL100","NH90, OL95","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '100']","['90', '95']","['90', '95']"
235,3,983,"Don't worry bout me I got it all arranged bitch. Mind your business, stay in your lane bitch
#vote5sos
#EMABiggestFans1D",C.HS_conf,NH70,NH90,NH90,['NH'],['NH'],['NH'],['70'],['90'],['90']
235,3,983,"Don't worry bout me I got it all arranged bitch. Mind your business, stay in your lane bitch
#vote5sos
#EMABiggestFans1D",C.OL_conf,OL90,OL90,OL95,['OL'],['OL'],['OL'],['90'],['90'],['95']
260,4,984,Fear no bitch,A_conf,"OL90, NH95","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']"
260,4,984,Fear no bitch,B_conf,"NH90, OL95","NH95, OL90","NH95, OL90","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['95', '90']","['95', '90']"
260,4,984,Fear no bitch,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
260,4,984,Fear no bitch,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
292,2,985,"I'm not weird, you're just a faggot",A_conf,"OL95, HS90","OL95, HS90","OL95, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['95', '90']","['95', '90']","['95', '90']"
292,2,985,"I'm not weird, you're just a faggot",B_conf,"HS90, OL100","HS90, OL100","HS90, OL100","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['90', '100']","['90', '100']","['90', '100']"
292,2,985,"I'm not weird, you're just a faggot",C.HS_conf,HS95,HS95,HS90,['HS'],['HS'],['HS'],['95'],['95'],['90']
292,2,985,"I'm not weird, you're just a faggot",C.OL_conf,OL90,OL95,OL95,['OL'],['OL'],['OL'],['90'],['95'],['95']
264,6,986,RT @###### Real niggas can handle anything.. including any bitch or any nigga,A_conf,"OL90, HS70","OL90, HS60","OL90, HS70","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['90', '70']","['90', '60']","['90', '70']"
264,6,986,RT @###### Real niggas can handle anything.. including any bitch or any nigga,B_conf,"NH70, OL90","NH60, OL90","NH70, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['70', '90']","['60', '90']","['70', '100']"
264,6,986,RT @###### Real niggas can handle anything.. including any bitch or any nigga,C.HS_conf,NH70,NH70,NH60,['NH'],['NH'],['NH'],['70'],['70'],['60']
264,6,986,RT @###### Real niggas can handle anything.. including any bitch or any nigga,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
425,6,987,@###### shut up faggot,A_conf,"OL100, HS90","OL95, HS90","OL100, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '90']","['95', '90']","['100', '90']"
425,6,987,@###### shut up faggot,B_conf,"HS90, OL100","NH70, OL100","HS95, OL100","['HS', 'OL']","['NH', 'OL']","['HS', 'OL']","['90', '100']","['70', '100']","['95', '100']"
425,6,987,@###### shut up faggot,C.HS_conf,HS90,HS90,HS90,['HS'],['HS'],['HS'],['90'],['90'],['90']
425,6,987,@###### shut up faggot,C.OL_conf,OL95,OL95,OL95,['OL'],['OL'],['OL'],['95'],['95'],['95']
401,5,988,@###### @###### @###### @###### @###### @###### y'all is coons n uncle toms,A_conf,"OL100, HS100","OL100, HS100","OL100, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '100']","['100', '100']","['100', '90']"
401,5,988,@###### @###### @###### @###### @###### @###### y'all is coons n uncle toms,B_conf,"HS95, OL100","HS95, OL100","HS95, OL100","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['95', '100']","['95', '100']","['95', '100']"
401,5,988,@###### @###### @###### @###### @###### @###### y'all is coons n uncle toms,C.HS_conf,HS90,HS95,HS95,['HS'],['HS'],['HS'],['90'],['95'],['95']
401,5,988,@###### @###### @###### @###### @###### @###### y'all is coons n uncle toms,C.OL_conf,OL95,OL95,OL95,['OL'],['OL'],['OL'],['95'],['95'],['95']
500,2,989,No one goes into psychiatry to help people. Those people are all immoral. Everyone who works in that field is pure trash.,A_conf,"OL90, HS85","OL90, HS85","OL95, HS85","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['90', '85']","['90', '85']","['95', '85']"
500,2,989,No one goes into psychiatry to help people. Those people are all immoral. Everyone who works in that field is pure trash.,B_conf,"NH70, OL90","NH70, OL90","NH70, OL90","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['70', '90']","['70', '90']","['70', '90']"
500,2,989,No one goes into psychiatry to help people. Those people are all immoral. Everyone who works in that field is pure trash.,C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
500,2,989,No one goes into psychiatry to help people. Those people are all immoral. Everyone who works in that field is pure trash.,C.OL_conf,OL90,OL95,OL90,['OL'],['OL'],['OL'],['90'],['95'],['90']
444,4,990,might have to play the b2k tonight for my black hoes you know i still care about yal,A_conf,"OL90, HS70","OL90, HS70","OL95, HS70","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['90', '70']","['90', '70']","['95', '70']"
444,4,990,might have to play the b2k tonight for my black hoes you know i still care about yal,B_conf,"NH90, OL95","NH90, OL100","NH90, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '100']","['90', '100']"
444,4,990,might have to play the b2k tonight for my black hoes you know i still care about yal,C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
444,4,990,might have to play the b2k tonight for my black hoes you know i still care about yal,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
137,4,991,That shade of faggot clashes with your eye color.,A_conf,"OL100, HS90","OL100, HS90","OL100, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '90']","['100', '90']","['100', '90']"
137,4,991,That shade of faggot clashes with your eye color.,B_conf,"HS90, OL100","HS95, OL100","HS90, OL100","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['90', '100']","['95', '100']","['90', '100']"
137,4,991,That shade of faggot clashes with your eye color.,C.HS_conf,HS95,HS90,HS90,['HS'],['HS'],['HS'],['95'],['90'],['90']
137,4,991,That shade of faggot clashes with your eye color.,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
160,3,992,@###### She colored not Lebanese,A_conf,"OL90, NH85","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '85']","['90', '95']","['90', '95']"
160,3,992,@###### She colored not Lebanese,B_conf,"NH90, OL80","NH90, OL70","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '80']","['90', '70']","['90', '95']"
160,3,992,@###### She colored not Lebanese,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
160,3,992,@###### She colored not Lebanese,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
91,4,993,Lmao he left that bitch&#128514;&#128514;&#128514;&#128514;,A_conf,"OL90, NH95","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']"
91,4,993,Lmao he left that bitch&#128514;&#128514;&#128514;&#128514;,B_conf,"NH90, OL100","NH90, OL95","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '100']","['90', '95']","['90', '95']"
91,4,993,Lmao he left that bitch&#128514;&#128514;&#128514;&#128514;,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
91,4,993,Lmao he left that bitch&#128514;&#128514;&#128514;&#128514;,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
