batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label,R1_Token1,R1_Token2,R1_Token3,R2_Token1,R2_Token2,R2_Token3,R3_Token1,R3_Token2,R3_Token3
61,2,57,RT @###### These bitches is actors out here,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL    -1.936126e-07
 OL   -1.612500e+01
AL    -1.837500e+01
OW    -2.000000e+01
UL    -2.025000e+01
dtype: float64",",     0.000 
 ,   -23.875
;    -24.000
:    -24.375
,N   -25.125
dtype: float64"," NH   -9.088346e-07
 NO   -1.400000e+01
NH    -1.812500e+01
 N    -2.050000e+01
 NM   -2.062500e+01
dtype: float64","OL    -1.936126e-07
 OL   -1.587500e+01
AL    -1.825000e+01
OW    -1.962500e+01
UL    -1.987500e+01
dtype: float64",",     0.000 
;    -23.750
 ,   -23.875
:    -24.125
,N   -25.125
dtype: float64"," NH   -0.000002 
 NO   -13.500002
NH    -18.000002
 NM   -20.375002
 N    -20.625002
dtype: float64","OL    -1.936126e-07
 OL   -1.600000e+01
AL    -1.887500e+01
The   -1.975000e+01
OW    -1.975000e+01
dtype: float64",",     0.000 
;    -24.125
 ,   -24.125
:    -24.500
,N   -25.375
dtype: float64"," NH   -0.000001 
 NO   -13.750001
NH    -18.000002
 N    -20.500002
 NM   -20.625002
dtype: float64"
61,2,57,RT @###### These bitches is actors out here,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH    -0.000004 
HS    -12.500004
 NH   -15.375004
NS    -17.500004
NF    -19.000004
dtype: float64",",     0.000 
;    -23.500
 ,   -23.625
，    -24.875
،    -25.125
dtype: float64"," OL    0.000 
OL    -20.250
 O    -25.000
 HL   -25.625
 ol   -25.875
dtype: float64","NH    -0.000004 
HS    -12.500004
 NH   -15.375004
NS    -17.500004
NF    -19.000004
dtype: float64",",     0.000 
;    -23.500
 ,   -23.625
，    -24.875
،    -25.125
dtype: float64"," OL    0.000 
OL    -20.250
 O    -25.000
 HL   -25.625
 ol   -25.875
dtype: float64","NH    -0.000004 
HS    -12.500004
 NH   -15.375004
NS    -17.500004
NF    -19.000004
dtype: float64",",     0.000 
;    -23.250
 ,   -23.625
，    -24.875
،    -25.125
dtype: float64"," OL    0.00 
OL    -19.75
 O    -25.00
 ol   -25.50
 AL   -26.25
dtype: float64"
61,2,57,RT @###### These bitches is actors out here,C.HS,NH,NH,NH,NH,NH,NH,"NH      -0.000001 
 NH     -14.750001
Label   -15.000001
N       -15.875001
NF      -16.125002
dtype: float64",",     0.000 
;    -23.250
 ,   -23.625
，    -24.875
،    -25.125
dtype: float64",,"NH      -0.000002 
Label   -14.000002
 NH     -14.625002
N       -15.500002
NF      -15.875002
dtype: float64",",     0.000 
;    -23.250
 ,   -23.625
，    -24.875
،    -25.125
dtype: float64",,"NH      -0.000001 
Label   -14.750001
 NH     -15.000001
The     -16.125002
NF      -16.750002
dtype: float64",",     0.000 
;    -23.250
 ,   -23.625
，    -24.875
،    -25.125
dtype: float64",
61,2,57,RT @###### These bitches is actors out here,C.OL,OL,OL,OL,OL,OL,OL,"OL      -5.512236e-07
NO      -1.487500e+01
 OL     -1.712500e+01
Label   -1.787500e+01
The     -1.812500e+01
dtype: float64",",     0.000 
;    -23.250
 ,   -23.625
，    -24.875
،    -25.125
dtype: float64",,"OL      -1.936126e-07
 OL     -1.675000e+01
NO      -1.737500e+01
The     -1.800000e+01
Label   -1.800000e+01
dtype: float64",",     0.000 
;    -23.250
 ,   -23.625
，    -24.875
،    -25.125
dtype: float64",,"OL      -4.320200e-07
NO      -1.537500e+01
 OL     -1.662500e+01
Label   -1.712500e+01
AL      -1.875000e+01
dtype: float64",",     0.000 
;    -23.250
 ,   -23.625
，    -24.875
،    -25.125
dtype: float64",
61,3,437,@###### I don't understand the need for multiple autopsies. I guess they're going to keep on until they can slant 1 against the officer,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL      -0.000001 
Label   -15.250001
NO      -15.375001
The     -15.750001
AL      -15.875001
dtype: float64",",       0.000 
;      -23.125
:      -24.000
 ,     -24.000
 and   -24.125
dtype: float64"," HS   -0.002494 
 NH   -6.002493 
 H    -11.752494
 NO   -12.002494
 NS   -13.877494
dtype: float64","OL      -9.088346e-07
Label   -1.550000e+01
The     -1.562500e+01
AL      -1.575000e+01
NO      -1.587500e+01
dtype: float64",",       0.000 
;      -21.875
:      -22.375
 ,     -22.375
 and   -22.625
dtype: float64"," HS   -0.000337 
 NH   -8.000337 
 H    -14.375337
 HH   -15.875337
 NO   -16.000338
dtype: float64","OL      -6.704273e-07
Label   -1.575000e+01
AL      -1.600000e+01
 OL     -1.612500e+01
NO      -1.625000e+01
dtype: float64",",       0.000 
;      -22.375
:      -23.250
 ,     -23.250
 and   -23.625
dtype: float64"," HS   -0.002486 
 NH   -6.002486 
 H    -12.002486
 NO   -13.377486
 HH   -14.127486
dtype: float64"
61,3,437,@###### I don't understand the need for multiple autopsies. I guess they're going to keep on until they can slant 1 against the officer,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS   -0.029788 
NH   -3.529788 
H    -10.654788
HN   -12.154788
HH   -12.779788
dtype: float64",",       0.000 
 ,     -21.500
:      -23.625
 and   -23.625
;      -24.250
dtype: float64"," OL    0.000 
OL    -18.125
 NL   -18.250
 NO   -18.750
 HL   -20.375
dtype: float64","HS   -0.023278 
NH   -3.773278 
H    -10.773277
HN   -12.398277
HH   -13.023277
dtype: float64",",       0.000 
 ,     -21.625
:      -23.125
 and   -23.375
;      -23.875
dtype: float64"," OL    0.000 
OL    -18.750
 NL   -19.500
 NO   -20.750
 HL   -21.625
dtype: float64","HS   -0.011078 
NH   -4.511078 
H    -10.761078
HN   -12.511078
HH   -13.386078
dtype: float64",",       0.000 
 ,     -21.125
 and   -22.875
:      -23.375
;      -23.625
dtype: float64"," OL    0.000 
OL    -18.000
 NL   -18.500
 NO   -19.250
 HL   -19.625
dtype: float64"
61,3,437,@###### I don't understand the need for multiple autopsies. I guess they're going to keep on until they can slant 1 against the officer,C.HS,HS,HS,HS,HS,HS,HS,"HS      -0.0183 
NH      -4.0183 
Label   -9.0183 
HN      -12.0183
NS      -12.2683
dtype: float64",",       0.000 
 ,     -21.125
 and   -22.875
:      -23.375
;      -23.625
dtype: float64",,"HS      -0.0183 
NH      -4.0183 
Label   -9.0183 
HN      -12.0183
NS      -12.2683
dtype: float64",",       0.000 
 ,     -21.125
 and   -22.875
:      -23.375
;      -23.625
dtype: float64",,"HS      -0.003912 
NH      -5.628912 
Label   -8.128912 
The     -12.628912
 HS     -12.878912
dtype: float64",",       0.000 
 ,     -21.125
 and   -22.875
:      -23.375
;      -23.625
dtype: float64",
61,3,437,@###### I don't understand the need for multiple autopsies. I guess they're going to keep on until they can slant 1 against the officer,C.OL,OL,OL,OL,OL,OL,OL,"OL      -0.012516 
NO      -4.387516 
The     -12.887516
Label   -13.887516
AL      -14.137516
dtype: float64",",       0.000 
 ,     -21.125
 and   -22.875
:      -23.375
;      -23.625
dtype: float64",,"OL    -0.038050 
NO    -3.288050 
AL    -12.913051
Ol    -13.663051
 OL   -14.288051
dtype: float64",",       0.000 
 ,     -21.125
 and   -22.875
:      -23.375
;      -23.625
dtype: float64",,"OL    -0.038050 
NO    -3.288050 
AL    -12.913051
Ol    -13.663051
The   -14.288051
dtype: float64",",       0.000 
 ,     -21.125
 and   -22.875
:      -23.375
;      -23.625
dtype: float64",
61,4,705,"Who remembers when we were in middle school/high school and would throw paper in the trash from our seat and yell ""KOBE!"" Lmfaoooo",A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO    -0.000003 
NH    -12.750003
 NO   -16.250004
No    -16.375004
N     -17.875004
dtype: float64",",     0.000 
 ,   -22.125
,N   -23.125
，    -24.875
;    -25.000
dtype: float64"," NH   -0.000028 
 NO   -10.500028
NH    -18.875027
 N    -19.250027
 NM   -19.625027
dtype: float64","NO    -0.000004 
NH    -12.500004
No    -16.125004
 NO   -16.125004
N     -17.875004
dtype: float64",",     0.000 
 ,   -22.500
,N   -22.750
;    -24.750
，    -24.875
dtype: float64"," NH   -0.000035 
 NO   -10.250035
NH    -18.875036
 N    -19.250036
 NM   -19.625036
dtype: float64","NO    -0.000003 
NH    -12.750003
 NO   -16.250004
No    -16.375004
N     -18.125004
dtype: float64",",     0.000 
 ,   -22.625
,N   -23.125
;    -25.375
，    -25.375
dtype: float64"," NH   -0.000035 
 NO   -10.250035
NH    -18.875036
 N    -19.000036
 NM   -19.500036
dtype: float64"
61,4,705,"Who remembers when we were in middle school/high school and would throw paper in the trash from our seat and yell ""KOBE!"" Lmfaoooo",B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH    -1.936126e-07
 NH   -1.575000e+01
NO    -1.712500e+01
N     -1.962500e+01
Nh    -1.987500e+01
dtype: float64",",     0.000 
,N   -22.625
;    -23.375
 ,   -23.625
，    -25.125
dtype: float64"," NO   -0.000335 
 NH   -8.000336 
NO    -17.500336
 N    -17.750336
 NL   -19.250336
dtype: float64","NH    -1.936126e-07
 NH   -1.587500e+01
NO    -1.950000e+01
HS    -1.962500e+01
N     -2.012500e+01
dtype: float64",",     0.000 
,N   -22.625
 ,   -23.500
;    -23.500
，    -25.000
dtype: float64"," NO   -0.000096 
 NH   -9.250096 
NO    -17.250095
 N    -17.750095
 No   -18.500095
dtype: float64","NH    -1.936126e-07
 NH   -1.575000e+01
NO    -1.712500e+01
N     -1.962500e+01
Nh    -1.987500e+01
dtype: float64",",     0.000 
,N   -22.625
;    -23.375
 ,   -23.625
，    -25.125
dtype: float64"," NO   -0.000335 
 NH   -8.000336 
NO    -17.250336
 N    -17.750336
 NL   -19.250336
dtype: float64"
61,4,705,"Who remembers when we were in middle school/high school and would throw paper in the trash from our seat and yell ""KOBE!"" Lmfaoooo",C.HS,NH,NH,NH,NH,NH,NH,"NH      -0.000036 
Label   -10.250036
 NH     -14.375036
NL      -17.375036
NM      -17.625036
dtype: float64",",     0.000 
,N   -22.625
;    -23.375
 ,   -23.625
，    -25.125
dtype: float64",,"NH      -0.000036 
Label   -10.250036
 NH     -14.375036
NL      -17.375036
NM      -17.625036
dtype: float64",",     0.000 
,N   -22.625
;    -23.375
 ,   -23.625
，    -25.125
dtype: float64",,"NH      -0.000036 
Label   -10.250036
 NH     -14.375036
NL      -17.375036
NM      -17.625036
dtype: float64",",     0.000 
,N   -22.625
;    -23.375
 ,   -23.625
，    -25.125
dtype: float64",
61,4,705,"Who remembers when we were in middle school/high school and would throw paper in the trash from our seat and yell ""KOBE!"" Lmfaoooo",C.OL,NO,NO,NO,NO,NO,NO,"NO    -1.936126e-07
 NO   -1.637500e+01
No    -1.875000e+01
.NO   -1.987500e+01
_NO   -2.075000e+01
dtype: float64",",     0.000 
,N   -22.625
;    -23.375
 ,   -23.625
，    -25.125
dtype: float64",,"NO    -1.936126e-07
 NO   -1.650000e+01
No    -1.887500e+01
.NO   -1.975000e+01
_NO   -2.075000e+01
dtype: float64",",     0.000 
,N   -22.625
;    -23.375
 ,   -23.625
，    -25.125
dtype: float64",,"NO    -1.936126e-07
 NO   -1.637500e+01
No    -1.875000e+01
.NO   -1.987500e+01
_NO   -2.075000e+01
dtype: float64",",     0.000 
,N   -22.625
;    -23.375
 ,   -23.625
，    -25.125
dtype: float64",
61,5,582,Shoot that nigga an his shorty bitch .,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL    -1.936126e-07
 OL   -1.612500e+01
AL    -1.787500e+01
HL    -1.837500e+01
OW    -1.937500e+01
dtype: float64",",     0.000 
;    -22.250
 ,   -22.875
，    -24.000
,,   -24.875
dtype: float64"," HS    0.000 
HS    -18.000
 H    -21.875
 HC   -23.625
 HL   -23.750
dtype: float64","OL    -1.936126e-07
 OL   -1.625000e+01
AL    -1.800000e+01
HL    -1.862500e+01
OW    -1.950000e+01
dtype: float64",",     0.000 
;    -22.250
 ,   -22.750
，    -24.000
,,   -24.875
dtype: float64"," HS   -4.320200e-07
HS    -1.500000e+01
 H    -1.875000e+01
 HL   -2.325000e+01
 GS   -2.337500e+01
dtype: float64","OL    -1.936126e-07
 OL   -1.612500e+01
AL    -1.787500e+01
HL    -1.837500e+01
OW    -1.937500e+01
dtype: float64",",     0.000 
;    -22.250
 ,   -22.875
，    -24.000
,,   -24.875
dtype: float64"," HS    0.000 
HS    -18.000
 H    -21.875
 HC   -23.625
 HL   -23.750
dtype: float64"
61,5,582,Shoot that nigga an his shorty bitch .,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS    -1.936126e-07
 HS   -1.662500e+01
H     -1.962500e+01
HL    -2.037500e+01
HF    -2.112500e+01
dtype: float64",",       0.000 
 ,     -21.500
;      -23.250
 and   -24.625
:      -25.000
dtype: float64"," OL   -0.000001 
 HL   -14.000001
 HS   -14.750001
OL    -18.125002
 OH   -19.125002
dtype: float64","HS    -1.936126e-07
 HS   -1.625000e+01
H     -1.987500e+01
HL    -2.062500e+01
HF    -2.100000e+01
dtype: float64",",       0.000 
 ,     -21.875
;      -23.375
:      -24.625
 and   -24.875
dtype: float64"," OL   -3.128163e-07
 HL   -1.600000e+01
 HS   -1.625000e+01
OL    -1.825000e+01
 OH   -2.062500e+01
dtype: float64","HS    -1.936126e-07
 HS   -1.662500e+01
H     -2.025000e+01
HL    -2.062500e+01
HF    -2.087500e+01
dtype: float64",",       0.000 
 ,     -21.125
;      -22.500
:      -23.875
 and   -24.000
dtype: float64"," OL   -0.000003 
 HL   -13.500003
 HS   -13.750003
OL    -18.000002
 OH   -18.750002
dtype: float64"
61,5,582,Shoot that nigga an his shorty bitch .,C.HS,HS,HS,HS,HS,HS,HS,"HS      -7.896310e-07
Label   -1.462500e+01
 HS     -1.550000e+01
HL      -2.037500e+01
HH      -2.050000e+01
dtype: float64",",       0.000 
 ,     -21.125
;      -22.500
:      -23.875
 and   -24.000
dtype: float64",,"HS      -7.896310e-07
Label   -1.450000e+01
 HS     -1.550000e+01
HH      -2.037500e+01
HF      -2.037500e+01
dtype: float64",",       0.000 
 ,     -21.125
;      -22.500
:      -23.875
 and   -24.000
dtype: float64",,"HS      -3.128163e-07
 HS     -1.600000e+01
Label   -1.650000e+01
HL      -2.087500e+01
HM      -2.087500e+01
dtype: float64",",       0.000 
 ,     -21.125
;      -22.500
:      -23.875
 and   -24.000
dtype: float64",
61,5,582,Shoot that nigga an his shorty bitch .,C.OL,OL,OL,OL,OL,OL,OL,"OL    -0.038052 
NO    -3.288052 
YES   -12.038052
AL    -13.663052
The   -13.913052
dtype: float64",",       0.000 
 ,     -21.125
;      -22.500
:      -23.875
 and   -24.000
dtype: float64",,"OL    -0.038052 
NO    -3.288052 
YES   -12.038052
AL    -13.663052
The   -13.913052
dtype: float64",",       0.000 
 ,     -21.125
;      -22.500
:      -23.875
 and   -24.000
dtype: float64",,"OL    -0.061993 
NO    -2.811993 
YES   -11.061994
The   -12.436994
AL    -13.186994
dtype: float64",",       0.000 
 ,     -21.125
;      -22.500
:      -23.875
 and   -24.000
dtype: float64",
61,6,1853,@###### @###### @###### But...country music listeners really are hicks and alcoholics &#128514;&#128514;,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL    -1.936126e-07
 OL   -1.650000e+01
OW    -1.875000e+01
AL    -1.900000e+01
The   -1.900000e+01
dtype: float64",",     0.000 
 ,   -24.125
;    -24.375
，    -24.875
:    -26.000
dtype: float64"," NH   -0.001184 
 NO   -6.751184 
 HS   -11.251184
 NS   -14.376184
 N    -14.876184
dtype: float64","OL    -1.936126e-07
 OL   -1.650000e+01
OW    -1.875000e+01
The   -1.900000e+01
AL    -1.900000e+01
dtype: float64",",     0.000 
 ,   -24.125
;    -24.375
，    -24.875
:    -26.000
dtype: float64"," NH   -0.001193 
 NO   -6.751193 
 HS   -10.751193
 NS   -14.126193
 N    -14.751193
dtype: float64","OL    -1.936126e-07
 OL   -1.650000e+01
OW    -1.875000e+01
The   -1.900000e+01
AL    -1.900000e+01
dtype: float64",",     0.000 
 ,   -24.125
;    -24.375
，    -24.875
:    -26.000
dtype: float64"," NH   -0.001184 
 NO   -6.751184 
 HS   -11.251184
 NS   -14.376184
 N    -14.876184
dtype: float64"
61,6,1853,@###### @###### @###### But...country music listeners really are hicks and alcoholics &#128514;&#128514;,B,"HS, OL","NH, OL","NH, OL","HS, OL","NH, OL","NH, OL","HS   -0.575953 
NH   -0.825953 
HN   -12.325953
H    -12.700953
NS   -12.950953
dtype: float64",",       0.000 
 ,     -21.500
 and   -23.125
;      -23.750
:      -24.250
dtype: float64"," OL    0.0 
OL    -19.0
 NL   -20.5
 NO   -21.0
 HL   -21.5
dtype: float64","HS   -0.386883 
NH   -1.136883 
HN   -12.511883
H    -12.761883
NS   -13.136883
dtype: float64",",     0.000 
;    -23.375
 ,   -24.250
，    -24.875
،    -25.125
dtype: float64"," OL    0.000 
OL    -20.000
 HL   -22.250
 O    -23.250
 ol   -26.125
dtype: float64","NH   -0.126961 
HS   -2.126961 
HN   -11.376961
H    -11.876961
NS   -12.251961
dtype: float64",",     0.000 
;    -23.250
 ,   -24.250
，    -24.625
،    -24.750
dtype: float64"," OL    0.00 
OL    -20.00
 HL   -22.25
 O    -23.00
 OH   -26.00
dtype: float64"
61,6,1853,@###### @###### @###### But...country music listeners really are hicks and alcoholics &#128514;&#128514;,C.HS,HS,HS,HS,HS,HS,HS,"HS      -0.253149 
NH      -1.503149 
Label   -6.753149 
NS      -11.003148
HN      -11.878148
dtype: float64",",     0.000 
;    -23.250
 ,   -24.250
，    -24.625
،    -24.750
dtype: float64",,"HS      -0.160309 
NH      -1.910309 
Label   -10.035309
NS      -10.785309
HN      -11.910309
dtype: float64",",     0.000 
;    -23.250
 ,   -24.250
，    -24.625
،    -24.750
dtype: float64",,"HS      -0.062346 
NH      -2.812346 
Label   -7.937346 
NS      -12.062346
HN      -12.687346
dtype: float64",",     0.000 
;    -23.250
 ,   -24.250
，    -24.625
،    -24.750
dtype: float64",
61,6,1853,@###### @###### @###### But...country music listeners really are hicks and alcoholics &#128514;&#128514;,C.OL,OL,OL,OL,OL,OL,OL,"OL      -0.000019 
NO      -10.875019
 OL     -16.875019
Label   -17.125019
AL      -17.500019
dtype: float64",",     0.000 
;    -23.250
 ,   -24.250
，    -24.625
،    -24.750
dtype: float64",,"OL      -0.000031 
NO      -10.375031
Label   -16.750031
 OL     -16.875031
The     -17.500031
dtype: float64",",     0.000 
;    -23.250
 ,   -24.250
，    -24.625
،    -24.750
dtype: float64",,"OL      -0.000017 
NO      -11.000017
Label   -15.250017
The     -15.375017
 OL     -16.625017
dtype: float64",",     0.000 
;    -23.250
 ,   -24.250
，    -24.625
،    -24.750
dtype: float64",
62,1,665,There's a green bowl high. A spliff high. A j high. A blunt high. A moke high. And a Moke + coffee high.,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO    -0.000012 
NH    -11.375012
No    -15.000012
 NO   -16.125011
N     -16.875011
dtype: float64",",     0.000 
,N   -22.000
 ,   -22.500
;    -24.125
，    -25.250
dtype: float64"," NH   -0.000553 
 NO   -7.500553 
 N    -18.250553
NH    -18.625553
 NT   -19.375553
dtype: float64","NO    -0.000012 
NH    -11.375012
No    -15.000012
 NO   -16.125011
N     -16.875011
dtype: float64",",     0.000 
,N   -21.875
 ,   -22.250
;    -23.875
，    -24.875
dtype: float64"," NH   -0.000553 
 NO   -7.500553 
 N    -18.250553
NH    -18.625553
 NT   -19.375553
dtype: float64","NO    -0.000003 
NH    -12.750004
No    -14.875004
 NO   -16.250004
N     -17.500004
dtype: float64",",     0.000 
 ,   -22.875
,N   -22.875
;    -25.125
，    -25.375
dtype: float64"," NH   -0.000911 
 NO   -7.000911 
 N    -18.000912
NH    -18.750912
 NM   -19.000912
dtype: float64"
62,1,665,There's a green bowl high. A spliff high. A j high. A blunt high. A moke high. And a Moke + coffee high.,B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH      -3.128163e-07
NO      -1.575000e+01
 NH     -1.575000e+01
N       -1.912500e+01
Label   -1.962500e+01
dtype: float64",",     0.000 
,N   -22.625
;    -23.375
 ,   -23.750
，    -25.125
dtype: float64"," NO   -0.014164 
 NH   -4.264163 
 N    -17.014164
NO    -17.014164
 No   -18.889164
dtype: float64","NH      -1.936126e-07
 NH     -1.562500e+01
NO      -1.737500e+01
N       -1.962500e+01
Label   -2.025000e+01
dtype: float64",",     0.000 
,N   -22.375
;    -23.250
 ,   -23.375
，    -25.000
dtype: float64"," NO   -0.000431 
 NH   -7.750431 
NO    -16.500431
 N    -17.000431
 No   -18.250431
dtype: float64","NH    -1.936126e-07
 NH   -1.562500e+01
NO    -1.737500e+01
N     -1.962500e+01
Nh    -2.025000e+01
dtype: float64",",     0.000 
,N   -22.375
;    -23.250
 ,   -23.375
，    -25.000
dtype: float64"," NO   -0.000431 
 NH   -7.750431 
NO    -16.500431
 N    -17.000431
 No   -18.250431
dtype: float64"
62,1,665,There's a green bowl high. A spliff high. A j high. A blunt high. A moke high. And a Moke + coffee high.,C.HS,NH,NH,NH,NH,NH,NH,"NH      -0.000038 
Label   -10.250038
 NH     -13.750038
The     -14.000038
NL      -15.875038
dtype: float64",",     0.000 
,N   -22.375
;    -23.250
 ,   -23.375
，    -25.000
dtype: float64",,"NH      -0.000036 
Label   -10.250036
 NH     -14.125036
The     -15.625036
NL      -17.125036
dtype: float64",",     0.000 
,N   -22.375
;    -23.250
 ,   -23.375
，    -25.000
dtype: float64",,"NH      -0.000076 
Label   -9.500076 
The     -14.125076
 NH     -14.500076
NL      -16.625076
dtype: float64",",     0.000 
,N   -22.375
;    -23.250
 ,   -23.375
，    -25.000
dtype: float64",
62,1,665,There's a green bowl high. A spliff high. A j high. A blunt high. A moke high. And a Moke + coffee high.,C.OL,NO,NO,NO,NO,NO,NO,"NO    -1.936126e-07
 NO   -1.612500e+01
No    -1.875000e+01
.NO   -1.987500e+01
_NO   -2.062500e+01
dtype: float64",",     0.000 
,N   -22.375
;    -23.250
 ,   -23.375
，    -25.000
dtype: float64",,"NO    -1.936126e-07
 NO   -1.637500e+01
No    -1.837500e+01
.NO   -2.000000e+01
_NO   -2.087500e+01
dtype: float64",",     0.000 
,N   -22.375
;    -23.250
 ,   -23.375
，    -25.000
dtype: float64",,"NO    -1.936126e-07
 NO   -1.612500e+01
No    -1.825000e+01
.NO   -1.987500e+01
_NO   -2.062500e+01
dtype: float64",",     0.000 
,N   -22.375
;    -23.250
 ,   -23.375
，    -25.000
dtype: float64",
62,2,579,@###### @###### humans are evil man. Cutting tusks of these beautiful animals so chinks think the get a hard on.,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL    -1.936126e-07
 OL   -1.662500e+01
AL    -1.737500e+01
The   -1.850000e+01
OW    -1.900000e+01
dtype: float64",",       0.000 
;      -23.000
 ,     -23.875
 and   -24.500
:      -24.625
dtype: float64"," HS    0.00 
HS    -18.25
 H    -20.75
 HH   -21.75
 HC   -22.00
dtype: float64","OL    -1.936126e-07
 OL   -1.662500e+01
AL    -1.737500e+01
The   -1.850000e+01
OW    -1.900000e+01
dtype: float64",",       0.000 
;      -23.000
 ,     -23.875
:      -24.625
 and   -24.625
dtype: float64"," HS    0.000 
HS    -18.250
 H    -20.750
 HC   -21.375
 HL   -21.875
dtype: float64","OL    -1.936126e-07
 OL   -1.650000e+01
AL    -1.712500e+01
The   -1.850000e+01
OW    -1.900000e+01
dtype: float64",",     0.000 
;    -23.625
 ,   -24.000
，    -24.500
:    -24.875
dtype: float64"," HS    0.000 
HS    -18.250
 H    -20.750
 HL   -22.750
 HC   -23.375
dtype: float64"
62,2,579,@###### @###### humans are evil man. Cutting tusks of these beautiful animals so chinks think the get a hard on.,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS    -1.936126e-07
 HS   -1.662500e+01
H     -1.887500e+01
HL    -1.900000e+01
HF    -1.962500e+01
dtype: float64",",       0.000 
 ,     -22.250
 and   -23.500
;      -23.875
:      -25.000
dtype: float64"," OL    0.000 
 HL   -18.000
OL    -18.875
 HS   -22.750
 O    -22.750
dtype: float64","HS     0.000 
 HS   -16.750
H     -19.500
HL    -19.625
HF    -20.375
dtype: float64",",       0.000 
 ,     -22.500
;      -23.625
 and   -24.000
:      -24.625
dtype: float64"," OL    0.00 
OL    -18.75
 HL   -19.00
 HS   -21.25
 OH   -22.75
dtype: float64","HS    -1.936126e-07
 HS   -1.662500e+01
H     -1.925000e+01
HL    -1.937500e+01
HF    -2.000000e+01
dtype: float64",",       0.000 
 ,     -22.625
;      -23.875
 and   -23.875
:      -24.750
dtype: float64"," OL   -1.936126e-07
 HL   -1.662500e+01
OL    -1.837500e+01
 HS   -1.950000e+01
 OH   -2.087500e+01
dtype: float64"
62,2,579,@###### @###### humans are evil man. Cutting tusks of these beautiful animals so chinks think the get a hard on.,C.HS,HS,HS,HS,HS,HS,HS,"HS      -0.000001 
Label   -13.625001
 HS     -16.375002
The     -18.250002
HH      -19.625002
dtype: float64",",       0.000 
 ,     -22.625
;      -23.875
 and   -23.875
:      -24.750
dtype: float64",,"HS      -0.000001 
Label   -13.625001
 HS     -16.375002
The     -18.250002
HH      -19.625002
dtype: float64",",       0.000 
 ,     -22.625
;      -23.875
 and   -23.875
:      -24.750
dtype: float64",,"HS      -6.704273e-07
Label   -1.462500e+01
 HS     -1.662500e+01
The     -1.900000e+01
HH      -2.037500e+01
dtype: float64",",       0.000 
 ,     -22.625
;      -23.875
 and   -23.875
:      -24.750
dtype: float64",
62,2,579,@###### @###### humans are evil man. Cutting tusks of these beautiful animals so chinks think the get a hard on.,C.OL,OL,OL,OL,OL,OL,OL,"OL    -0.001172 
NO    -6.751172 
AL    -14.751171
YES   -15.501171
The   -15.626171
dtype: float64",",       0.000 
 ,     -22.625
;      -23.875
 and   -23.875
:      -24.750
dtype: float64",,"OL    -0.000109 
NO    -9.125110 
AL    -15.750110
The   -16.250109
 OL   -16.250109
dtype: float64",",       0.000 
 ,     -22.625
;      -23.875
 and   -23.875
:      -24.750
dtype: float64",,"OL    -0.001704 
NO    -6.376704 
AL    -14.626704
The   -14.876704
YES   -15.376704
dtype: float64",",       0.000 
 ,     -22.625
;      -23.875
 and   -23.875
:      -24.750
dtype: float64",
62,3,1327,@###### never followed him ignorant monkey,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL    -1.936126e-07
 OL   -1.612500e+01
AL    -1.862500e+01
OW    -1.950000e+01
The   -2.075000e+01
dtype: float64",",     0.000 
;    -23.000
 ,   -23.875
，    -24.750
:    -25.750
dtype: float64"," HS    0.000 
HS    -17.750
 H    -19.375
 NH   -21.125
 HH   -22.750
dtype: float64","OL    -1.936126e-07
 OL   -1.612500e+01
AL    -1.850000e+01
OW    -1.962500e+01
The   -2.037500e+01
dtype: float64",",     0.000 
;    -23.875
 ,   -24.625
，    -25.125
:    -25.875
dtype: float64"," HS    0.000 
HS    -18.500
 H    -19.375
 NH   -21.750
 HH   -22.500
dtype: float64","OL    -1.936126e-07
 OL   -1.612500e+01
AL    -1.850000e+01
OW    -1.962500e+01
The   -2.037500e+01
dtype: float64",",     0.000 
;    -23.875
 ,   -24.625
，    -25.125
:    -25.875
dtype: float64"," HS    0.000 
HS    -18.500
 H    -19.500
 NH   -20.625
 HH   -22.500
dtype: float64"
