batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label,R1_score,R2_score,R3_score,R1_Token1,R1_Token2,R1_Token3,R1_Token4,R1_Token5,R2_Token1,R2_Token2,R2_Token3,R2_Token4,R2_Token5,R3_Token1,R3_Token2,R3_Token3,R3_Token4,R3_Token5
163,1,389,The Wayans bros is the most retarded show ever.,B_conf,"NH70, OL90","NH80, OL90","NH80, OL90","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['70', '90']","['80', '90']","['80', '90']","NH    -0.000075 
HS    -9.500075 
 NH   -15.500075
NS    -17.875074
HH    -18.375074
dtype: float64","80   -0.732580
90   -1.482579
70   -1.607579
85   -2.732579
75   -3.732579
dtype: float64",",     0.000 
;    -24.500
 ,   -24.500
，    -26.000
،    -26.125
dtype: float64"," OL    0.00 
OL    -20.25
      -25.75
 O    -26.25
 OC   -26.25
dtype: float64","90    -0.009584
95    -5.384584
85    -5.634584
100   -6.634584
80    -9.634584
dtype: float64","NH    -0.000159 
HS    -8.750158 
 NH   -15.500158
NS    -17.375158
HH    -17.875158
dtype: float64","80   -0.802428
90   -1.427428
70   -1.552428
85   -2.677428
75   -3.552428
dtype: float64",",     0.000 
 ,   -24.375
;    -24.625
，    -26.125
،    -26.375
dtype: float64"," OL    0.00 
OL    -19.25
      -25.25
 O    -25.75
 OC   -26.00
dtype: float64","90    -0.080454 
100   -3.205455 
95    -3.330455 
85    -6.955454 
80    -10.455455
dtype: float64","NH    -0.000002 
HS    -13.000003
 NH   -15.750003
NS    -19.250002
Nh    -19.500002
dtype: float64","80   -0.873167
90   -1.248167
70   -1.748167
85   -2.373167
75   -3.623167
dtype: float64",",     0.000 
;    -24.375
 ,   -24.875
，    -25.625
،    -25.875
dtype: float64"," OL    0.000 
OL    -19.250
      -25.000
 O    -25.375
 OC   -26.000
dtype: float64","90    -0.052128
100   -3.427128
95    -4.052128
85    -7.052128
80    -9.802128
dtype: float64"
163,1,389,The Wayans bros is the most retarded show ever.,C.OL_conf,OL90,OL85,OL90,['OL'],['OL'],['OL'],['90'],['85'],['90'],"OL    -0.000006 
NO    -12.125006
 OL   -17.250006
AL    -17.375006
OLA   -19.000006
dtype: float64","90    -0.493497
95    -1.243497
85    -2.493497
100   -4.118497
80    -6.118497
dtype: float64",,,,"OL    -0.000004 
NO    -12.625004
 OL   -16.750004
AL    -16.875004
Ol    -18.500004
dtype: float64","90    -0.643289
85    -1.143289
95    -1.893289
80    -5.518289
100   -6.893289
dtype: float64",,,,"OL    -6.704273e-07
NO    -1.450000e+01
 OL   -1.725000e+01
AL    -1.787500e+01
OW    -1.950000e+01
dtype: float64","90    -0.529608
95    -1.529608
85    -1.654608
100   -6.279608
80    -6.529608
dtype: float64",,,
163,1,389,The Wayans bros is the most retarded show ever.,C.HS_conf,HS85,HS85,HS85,['HS'],['HS'],['HS'],['85'],['85'],['85'],"HS    -0.000012 
NH    -11.375011
 HS   -16.625011
HH    -17.125011
H     -17.375011
dtype: float64","85   -0.137949
75   -2.637949
90   -2.887949
70   -7.012949
95   -7.387949
dtype: float64",,,,"HS    -0.000041 
NH    -10.125041
 HS   -15.250041
H     -16.875040
HH    -16.875040
dtype: float64","85   -0.182507
75   -1.932507
90   -3.932507
70   -6.182507
95   -8.557507
dtype: float64",,,,"HS    -0.000022 
NH    -10.750022
 HS   -15.000022
H     -15.875022
HH    -16.750023
dtype: float64","85   -0.107740
75   -2.607739
90   -3.607739
70   -6.982739
95   -8.357739
dtype: float64",,,
163,2,1995,@###### &#128530;FOREVER 21 hoes,A_conf,"OL95, NH90","OL85, NH90","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['95', '90']","['85', '90']","['90', '95']","OL    -1.936126e-07
 OL   -1.600000e+01
The   -1.787500e+01
AL    -1.787500e+01
OW    -1.937500e+01
dtype: float64","90    -0.124675
85    -2.499675
80    -3.749675
95    -4.749675
100   -5.999675
dtype: float64",",     0.000 
;    -23.750
 ,   -24.250
，    -25.250
,N   -26.375
dtype: float64"," NH   -0.000006 
 NO   -12.000007
 HS   -16.875006
 NS   -18.250006
NH    -18.250006
dtype: float64","90    -0.127847
85    -2.252847
95    -4.627847
100   -5.627847
98    -7.377847
dtype: float64","OL    -1.936126e-07
 OL   -1.600000e+01
The   -1.787500e+01
AL    -1.800000e+01
OW    -1.937500e+01
dtype: float64","90    -0.186681
85    -2.061681
80    -3.436681
95    -4.811681
100   -6.186681
dtype: float64",",     0.000 
 ,   -23.625
;    -23.750
，    -24.875
,N   -25.750
dtype: float64"," NH   -0.000006 
 NO   -12.000007
 HS   -17.000006
NH    -18.250006
 NS   -18.500006
dtype: float64","90    -0.575988 
95    -0.825988 
100   -11.075989
92    -11.200989
98    -12.075989
dtype: float64","OL    -1.936126e-07
 OL   -1.600000e+01
The   -1.787500e+01
AL    -1.787500e+01
OW    -1.937500e+01
dtype: float64","90    -0.124675
85    -2.499675
80    -3.749675
95    -4.749675
100   -5.999675
dtype: float64",",     0.000 
;    -23.750
 ,   -23.750
，    -25.000
،    -26.375
dtype: float64"," NH   -0.000006 
 NO   -12.000007
 HS   -16.750006
NH    -18.250006
 NS   -18.375006
dtype: float64","95    -0.040223
85    -3.415223
100   -5.790223
90    -5.915223
80    -7.540223
dtype: float64"
163,2,1995,@###### &#128530;FOREVER 21 hoes,B_conf,"NH70, OL90","NH85, OL95","NH70, OL90","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['70', '90']","['85', '95']","['70', '90']","NH    -0.000001 
HS    -14.375001
 NH   -15.000001
NS    -17.875002
N     -18.375002
dtype: float64","90   -0.626944
85   -1.126944
80   -2.251944
70   -3.751944
75   -4.376945
dtype: float64",",     0.000 
 ,   -23.750
;    -24.000
，    -25.375
،    -25.625
dtype: float64"," OL    0.000 
OL    -18.750
      -24.125
 O    -24.125
 ol   -25.375
dtype: float64","90    -0.026222
85    -3.776222
80    -6.151222
100   -7.776222
95    -7.776222
dtype: float64","NH    -0.000002 
HS    -13.250002
 NH   -15.125002
NS    -18.000002
N     -18.375002
dtype: float64","90   -0.659185
85   -1.159185
80   -2.159185
70   -3.284185
75   -4.159185
dtype: float64",",     0.000 
 ,   -25.000
;    -25.125
，    -26.500
،    -27.125
dtype: float64"," OL    0.000 
OL    -19.250
      -23.875
 O    -24.000
 UL   -25.500
dtype: float64","90    -0.104482
95    -2.354482
75    -5.729482
100   -8.104482
80    -8.229482
dtype: float64","NH    -9.088346e-07
 NH   -1.475000e+01
HS    -1.500000e+01
Nh    -1.800000e+01
NS    -1.812500e+01
dtype: float64","90   -0.562444
85   -1.312444
80   -2.187444
70   -3.312444
75   -4.437444
dtype: float64",",     0.000 
 ,   -23.750
;    -23.875
，    -25.375
،    -25.750
dtype: float64"," OL    0.000 
OL    -19.250
      -23.500
 O    -23.625
 ol   -25.000
dtype: float64","90    -0.031546
85    -3.656546
80    -5.406546
100   -7.781546
95    -8.031547
dtype: float64"
163,2,1995,@###### &#128530;FOREVER 21 hoes,C.OL_conf,OL85,OL85,OL85,['OL'],['OL'],['OL'],['85'],['85'],['85'],"OL    -0.000002 
NO    -13.500002
 OL   -17.125002
AL    -17.375002
The   -18.375002
dtype: float64","85   -0.23823
90   -1.73823
95   -3.98823
80   -4.11323
75   -6.73823
dtype: float64",,,,"OL    -4.320200e-07
NO    -1.500000e+01
 OL   -1.737500e+01
AL    -1.762500e+01
The   -1.825000e+01
dtype: float64","85   -0.304844
90   -1.554844
95   -3.179844
80   -4.679844
75   -7.429844
dtype: float64",,,,"OL    -5.512236e-07
NO    -1.487500e+01
 OL   -1.712500e+01
AL    -1.750000e+01
The   -1.875000e+01
dtype: float64","85   -0.192598
90   -1.942598
95   -3.817598
80   -4.692598
75   -7.317598
dtype: float64",,,
163,2,1995,@###### &#128530;FOREVER 21 hoes,C.HS_conf,NH70,NH75,NH75,['NH'],['NH'],['NH'],['70'],['75'],['75'],"NH   -0.000301 
HS   -8.250300 
N    -11.125300
NS   -11.750300
NF   -12.250300
dtype: float64","75   -0.320245
70   -1.320245
85   -5.070245
65   -7.695245
60   -8.945245
dtype: float64",,,,"NH   -0.000301 
HS   -8.250300 
N    -11.125300
NS   -11.750300
NF   -12.250300
dtype: float64","75   -0.319507
70   -1.319507
85   -5.194507
65   -7.694507
60   -8.944507
dtype: float64",,,,"NH   -0.000954 
HS   -7.000954 
N    -11.500955
NS   -11.500955
NF   -12.125955
dtype: float64","75   -0.263725
70   -1.513725
85   -4.513725
65   -7.638725
90   -8.888725
dtype: float64",,,
163,3,1501,BC y'all hoes,A_conf,"OL90, NH95","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']","OL    -1.936126e-07
 OL   -1.625000e+01
AL    -1.800000e+01
OW    -1.962500e+01
The   -2.000000e+01
dtype: float64","90    -0.074067
85    -3.324067
95    -4.074067
80    -4.574067
100   -4.824067
dtype: float64",",     0.000 
;    -24.250
 ,   -24.375
，    -25.625
,N   -25.625
dtype: float64"," NH   -9.088346e-07
 NO   -1.400000e+01
NH    -1.837500e+01
 N    -2.000000e+01
 NS   -2.000000e+01
dtype: float64","95    -0.027671
85    -4.152671
100   -4.652671
90    -6.652671
99    -8.277671
dtype: float64","OL    -1.936126e-07
 OL   -1.600000e+01
AL    -1.800000e+01
The   -1.950000e+01
OW    -1.950000e+01
dtype: float64","90    -0.072373
85    -3.447373
95    -3.822373
100   -4.822373
80    -4.822373
dtype: float64",",     0.000 
 ,   -24.250
;    -24.375
,N   -25.625
，    -25.750
dtype: float64"," NH   -0.000001 
 NO   -13.750001
NH    -18.500002
 N    -19.875002
 NS   -19.875002
dtype: float64","95    -0.024724
85    -4.149724
100   -5.024724
90    -6.649724
99    -8.149724
dtype: float64","OL    -1.936126e-07
 OL   -1.600000e+01
AL    -1.800000e+01
The   -1.950000e+01
OW    -1.950000e+01
dtype: float64","90    -0.072373
85    -3.447373
95    -3.822373
100   -4.822373
80    -4.822373
dtype: float64",",     0.000 
;    -24.000
 ,   -24.125
，    -25.625
,N   -25.625
dtype: float64"," NH   -0.000001 
 NO   -13.750001
NH    -18.500002
 N    -19.875002
 NS   -20.000002
dtype: float64","95    -0.027026
85    -4.277027
100   -4.527027
90    -6.777027
99    -7.902027
dtype: float64"
163,3,1501,BC y'all hoes,B_conf,"NH90, OL85","NH90, OL80","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '85']","['90', '80']","['90', '95']","NH    -4.320200e-07
 NH   -1.550000e+01
HS    -1.612500e+01
NS    -1.887500e+01
NF    -1.900000e+01
dtype: float64","90   -0.345726
85   -1.595726
80   -2.470726
70   -5.845726
75   -6.345726
dtype: float64",",     0.000 
 ,   -24.500
;    -24.875
，    -26.000
،    -26.375
dtype: float64"," OL    0.000 
OL    -19.625
 O    -23.375
      -23.500
 ol   -24.750
dtype: float64","85    -0.627207
95    -1.252207
90    -2.627207
100   -2.877207
80    -3.002207
dtype: float64","NH    -3.128163e-07
 NH   -1.550000e+01
Nh    -1.975000e+01
NF    -2.037500e+01
HS    -2.050000e+01
dtype: float64","90   -0.171262
85   -2.171262
80   -3.171262
95   -7.421262
70   -7.671262
dtype: float64",",     0.000 
 ,   -24.750
;    -24.875
，    -25.875
،    -26.125
dtype: float64"," OL    0.000 
OL    -20.250
      -23.500
 O    -24.375
 UL   -25.250
dtype: float64","85    -0.770723
95    -1.395723
90    -2.145723
100   -2.395723
80    -2.520723
dtype: float64","NH    -1.936126e-07
 NH   -1.575000e+01
HS    -1.912500e+01
Nh    -2.000000e+01
NF    -2.000000e+01
dtype: float64","90   -0.458899
80   -1.708899
85   -1.708899
70   -5.583899
75   -6.333899
dtype: float64",",     0.000 
 ,   -24.750
;    -25.250
，    -26.125
،    -26.500
dtype: float64"," OL    0.000 
OL    -20.000
      -23.625
 O    -23.875
 UL   -25.125
dtype: float64","95    -0.770167
85    -0.895167
90    -2.895167
100   -3.145167
80    -3.520167
dtype: float64"
163,3,1501,BC y'all hoes,C.OL_conf,OL90,OL90,OL85,['OL'],['OL'],['OL'],['90'],['90'],['85'],"OL    -1.936126e-07
NO    -1.662500e+01
 OL   -1.750000e+01
AL    -1.787500e+01
OW    -2.025000e+01
dtype: float64","85   -0.435316
90   -1.185316
95   -3.310316
80   -4.560316
75   -8.185316
dtype: float64",,,,"OL    -1.936126e-07
NO    -1.662500e+01
 OL   -1.750000e+01
AL    -1.800000e+01
OW    -2.025000e+01
dtype: float64","85   -0.426918
90   -1.176919
95   -3.676919
80   -4.301919
75   -7.926919
dtype: float64",,,,"OL    -4.320200e-07
NO    -1.487500e+01
 OL   -1.750000e+01
AL    -1.762500e+01
OW    -2.000000e+01
dtype: float64","85   -0.540098
90   -1.040098
95   -2.915098
80   -4.665098
75   -8.540097
dtype: float64",,,
163,3,1501,BC y'all hoes,C.HS_conf,NH75,NH85,NH75,['NH'],['NH'],['NH'],['75'],['85'],['75'],"NH    -0.000005 
N     -13.000006
NL    -13.875006
NF    -14.000006
 NH   -14.125006
dtype: float64","75   -0.242026
70   -1.742026
85   -3.242026
90   -7.617026
80   -8.992026
dtype: float64",,,,"NH    -0.000007 
N     -12.750007
NF    -13.750007
 NH   -14.000007
NL    -14.250007
dtype: float64","75   -0.237965
70   -1.987965
85   -2.612965
90   -6.737965
80   -8.487965
dtype: float64",,,,"NH    -0.000007 
N     -12.875007
NF    -13.625007
NL    -13.750007
 NH   -14.125007
dtype: float64","75   -0.296086
70   -1.546086
85   -3.171086
90   -7.046086
80   -8.671086
dtype: float64",,,
163,4,1850,Up too early the damn birds are still chirping smh.,A_conf,"NO100, NH100","NO100, NH100","NO100, NH100","['NO', 'NH']","['NO', 'NH']","['NO', 'NH']","['100', '100']","['100', '100']","['100', '100']","NO    -0.008615 
OL    -4.758615 
NL    -14.883615
 NO   -15.883615
No    -16.008615
dtype: float64","100   -0.002742 
95    -6.252742 
90    -7.252742 
99    -9.252742 
80    -12.377742
dtype: float64",",     0.000 
;    -23.625
 ,   -23.750
,N   -24.000
，    -24.875
dtype: float64"," NH   -3.128163e-07
 NO   -1.525000e+01
NH    -1.875000e+01
 N    -2.175000e+01
 NM   -2.175000e+01
dtype: float64","100   -0.007764 
95    -5.007764 
90    -6.882764 
99    -11.007764
98    -12.382764
dtype: float64","NO    -0.008615 
OL    -4.758615 
NL    -14.883615
 NO   -15.883615
No    -16.008615
dtype: float64","100   -0.002972 
95    -6.252972 
90    -7.002972 
99    -9.002972 
98    -12.127972
dtype: float64",",     0.000 
;    -23.875
 ,   -24.000
,N   -24.000
，    -25.000
dtype: float64"," NH   -4.320200e-07
 NO   -1.500000e+01
NH    -1.875000e+01
 NM   -2.175000e+01
 N    -2.200000e+01
dtype: float64","100   -0.006418 
95    -5.256418 
90    -6.756418 
99    -11.131418
98    -12.506418
dtype: float64","NO    -0.003178 
OL    -5.753178 
NL    -15.378179
 NO   -15.878179
No    -16.378178
dtype: float64","100   -0.00277 
95    -6.25277 
90    -7.25277 
99    -9.00277 
98    -12.12777
dtype: float64",",     0.000 
;    -23.875
 ,   -24.000
,N   -24.125
，    -25.000
dtype: float64"," NH   -3.128163e-07
 NO   -1.525000e+01
NH    -1.900000e+01
 NM   -2.175000e+01
 N    -2.200000e+01
dtype: float64","100   -0.004647 
95    -5.504647 
90    -7.504647 
99    -11.254646
98    -12.629646
dtype: float64"
163,4,1850,Up too early the damn birds are still chirping smh.,B_conf,"NH90, NO100","NH90, NO100","NH90, NO100","['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['90', '100']","['90', '100']","['90', '100']","NH    -3.128163e-07
 NH   -1.537500e+01
Nh    -2.025000e+01
N     -2.062500e+01
NA    -2.200000e+01
dtype: float64","90    -0.393944 
95    -1.143945 
100   -5.018944 
85    -7.768944 
80    -12.143945
dtype: float64",",     0.000 
;    -25.625
 ,   -25.625
，    -26.250
،    -27.000
dtype: float64"," NO   -0.000431 
 OL   -7.750431 
 NH   -16.000431
 N    -16.500431
 NL   -17.250431
dtype: float64","100   -0.025799
95    -4.025799
85    -5.400799
80    -6.025799
90    -7.400799
dtype: float64","NH    -3.128163e-07
 NH   -1.537500e+01
Nh    -2.025000e+01
N     -2.062500e+01
NA    -2.200000e+01
dtype: float64","90    -0.318705 
95    -1.318705 
100   -5.318705 
85    -7.568705 
80    -12.193705
dtype: float64",",     0.000 
;    -25.250
 ,   -25.250
，    -25.875
،    -26.375
dtype: float64"," NO   -0.000204 
 OL   -8.500204 
 NH   -16.250204
 N    -16.625204
NO    -17.250204
dtype: float64","100   -0.011186
95    -4.636186
85    -7.136186
80    -7.886186
90    -8.386186
dtype: float64","NH    -3.128163e-07
 NH   -1.525000e+01
Nh    -2.000000e+01
N     -2.050000e+01
NA    -2.175000e+01
dtype: float64","90    -0.318066 
95    -1.318066 
100   -5.443066 
85    -7.693066 
80    -12.193066
dtype: float64",",     0.000 
;    -25.500
 ,   -25.625
，    -26.250
،    -27.000
dtype: float64"," NO   -0.000912 
 OL   -7.000912 
 NH   -15.750912
 N    -16.625912
 NL   -16.750912
dtype: float64","100   -0.016124
95    -4.266124
85    -6.766124
80    -7.516124
90    -8.391124
dtype: float64"
163,4,1850,Up too early the damn birds are still chirping smh.,C.OL_conf,NO100,NO0,NO100,['NO'],['NO'],['NO'],['100'],['0'],['100'],"NO     0.000 
 NO   -18.125
No    -22.500
.NO   -22.875
_NO   -23.625
dtype: float64","100       -0.156042
<|end|>   -2.031042
0         -4.781042
95        -5.656042
90        -7.281042
dtype: float64",,,,"NO     0.00 
 NO   -17.75
No    -22.00
.NO   -22.50
N     -23.25
dtype: float64","100       -0.14241
<|end|>   -2.14241
0         -5.01741
95        -5.01741
90        -6.76741
dtype: float64",,,,"NO     0.000 
 NO   -17.750
No    -22.000
.NO   -22.375
_NO   -23.250
dtype: float64","100       -0.057723
0         -3.557723
95        -4.307723
<|end|>   -4.557723
90        -6.307723
dtype: float64",,,
163,4,1850,Up too early the damn birds are still chirping smh.,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90'],"NH      -6.704273e-07
 NH     -1.475000e+01
N       -1.625000e+01
Label   -1.662500e+01
Nh      -1.875000e+01
dtype: float64","90   -0.065285 
85   -3.190285 
95   -3.815285 
80   -12.440286
75   -13.065286
dtype: float64",,,,"NH      -5.512236e-07
 NH     -1.487500e+01
Label   -1.562500e+01
N       -1.725000e+01
NL      -1.975000e+01
dtype: float64","90   -0.058373 
85   -3.183372 
95   -4.183372 
80   -12.308372
75   -12.933372
dtype: float64",,,,"NH      -7.896310e-07
 NH     -1.437500e+01
Label   -1.562500e+01
N       -1.800000e+01
NL      -1.950000e+01
dtype: float64","90   -0.066737 
85   -2.941737 
95   -4.441737 
80   -12.316737
75   -12.691737
dtype: float64",,,
163,5,1708,"@###### so terms like honkey, cracker, peckerwood and stereotypes of white people fucking their kids and sisters isn't racist? sweet!",A_conf,"OL90, HS85","OL90, HS85","OL90, HS70","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['90', '85']","['90', '85']","['90', '70']","OL    -1.936126e-07
 OL   -1.675000e+01
AL    -1.787500e+01
OW    -1.850000e+01
The   -1.887500e+01
dtype: float64","90    -0.070114
95    -3.570114
100   -3.695114
85    -4.445114
80    -5.820114
dtype: float64",",     0.000 
;    -24.750
 ,   -25.000
，    -26.500
،    -27.375
dtype: float64"," HS   -0.000004 
 NH   -12.500004
 NO   -17.500004
 H    -17.625004
HS    -17.750004
dtype: float64","85   -1.020951
70   -1.145951
80   -1.395951
75   -3.020951
90   -4.145951
dtype: float64","OL    -1.936126e-07
 OL   -1.650000e+01
AL    -1.762500e+01
OW    -1.825000e+01
The   -1.862500e+01
dtype: float64","90    -0.069154
95    -3.569154
100   -3.819154
85    -4.319154
80    -5.694154
dtype: float64",",     0.000 
;    -24.750
 ,   -25.000
，    -26.500
،    -27.375
dtype: float64"," HS   -0.000008 
 NH   -11.750008
 NO   -16.875008
 H    -17.375008
HS    -17.750008
dtype: float64","85   -0.678377
80   -1.428377
70   -1.678377
75   -3.178377
90   -4.428377
dtype: float64","OL    -1.936126e-07
 OL   -1.675000e+01
AL    -1.787500e+01
OW    -1.837500e+01
The   -1.887500e+01
dtype: float64","90    -0.06544
95    -3.69044
100   -3.81544
85    -4.31544
80    -5.81544
dtype: float64",",     0.000 
;    -24.875
 ,   -25.125
，    -26.500
،    -27.375
dtype: float64"," HS   -0.000013 
 NH   -11.250013
 H    -16.750013
 NO   -17.000013
HS    -17.500013
dtype: float64","80   -1.023122
70   -1.273122
85   -1.273122
75   -2.898122
90   -4.148122
dtype: float64"
163,5,1708,"@###### so terms like honkey, cracker, peckerwood and stereotypes of white people fucking their kids and sisters isn't racist? sweet!",B_conf,"HS90, OL90","HS85, OL90","HS90, OL80","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['90', '90']","['85', '90']","['90', '80']","HS    -0.00193 
NH    -6.25193 
H     -14.75193
 HS   -14.75193
HH    -15.75193
dtype: float64","90    -0.197289
95    -2.447289
85    -2.447289
100   -5.572289
80    -6.197289
dtype: float64",",     0.000 
 ,   -24.125
;    -24.875
،    -26.250
，    -26.500
dtype: float64"," OL    0.00 
OL    -18.25
 AL   -23.00
 NL   -23.25
 O    -23.50
dtype: float64","100   -1.075926
80    -1.075926
85    -1.825926
90    -2.200926
95    -3.325926
dtype: float64","HS    -0.005236 
NH    -5.255236 
 HS   -14.505236
H     -14.630236
HH    -15.255236
dtype: float64","90    -0.221575
95    -2.221575
85    -2.471575
100   -5.471575
80    -6.471575
dtype: float64",",     0.000 
 ,   -24.125
;    -25.500
，    -26.750
،    -26.750
dtype: float64"," OL    0.00 
OL    -18.00
 AL   -23.25
 O    -23.75
 NL   -24.00
dtype: float64","90    -0.090593
95    -2.715593
100   -4.340593
75    -5.590593
80    -6.340593
dtype: float64","HS    -0.00193 
NH    -6.25193 
H     -14.75193
 HS   -14.75193
HH    -15.75193
dtype: float64","90    -0.197524
95    -2.447524
85    -2.447524
100   -5.447524
80    -6.322524
dtype: float64",",     0.000 
 ,   -24.125
;    -24.875
،    -26.250
，    -26.375
dtype: float64"," OL    0.000 
OL    -18.250
 AL   -23.000
 NL   -23.125
 O    -23.500
dtype: float64","100   -1.067911
80    -1.067911
85    -1.692911
90    -2.442911
95    -3.442911
dtype: float64"
163,5,1708,"@###### so terms like honkey, cracker, peckerwood and stereotypes of white people fucking their kids and sisters isn't racist? sweet!",C.OL_conf,OL90,OL90,OL85,['OL'],['OL'],['OL'],['90'],['90'],['85'],"OL    -0.000183 
NO    -8.625183 
AL    -13.250183
 OL   -14.875183
OW    -15.625183
dtype: float64","95    -0.500119
90    -1.250119
100   -2.625119
85    -3.375119
80    -8.250119
dtype: float64",,,,"OL    -0.000013 
NO    -11.375012
AL    -14.250012
 OL   -15.625012
OW    -16.750013
dtype: float64","95    -0.394927
90    -1.644927
100   -2.144927
85    -4.144927
80    -8.894927
dtype: float64",,,,"OL    -0.000020 
NO    -10.875020
AL    -14.000020
 OL   -15.500020
OW    -16.500021
dtype: float64","95    -0.450317
90    -1.450317
100   -2.200317
85    -4.075317
80    -8.825317
dtype: float64",,,
163,5,1708,"@###### so terms like honkey, cracker, peckerwood and stereotypes of white people fucking their kids and sisters isn't racist? sweet!",C.HS_conf,HS85,HS85,HS85,['HS'],['HS'],['HS'],['85'],['85'],['85'],"HS    -0.000161 
NH    -8.750161 
 HS   -14.125161
H     -14.875161
HN    -14.875161
dtype: float64","85   -0.087809
90   -2.587809
75   -5.087809
95   -5.962809
80   -9.837809
dtype: float64",,,,"HS    -0.000183 
NH    -8.625183 
 HS   -13.875183
H     -14.500183
HN    -14.625183
dtype: float64","85   -0.171853 
90   -1.921853 
95   -5.046853 
75   -5.296853 
80   -10.046853
dtype: float64",,,,"HS    -0.000631 
NH    -7.375631 
 HS   -13.625631
H     -14.375631
HN    -14.375631
dtype: float64","85   -0.061786
90   -3.061786
75   -4.436786
95   -6.811786
80   -9.561786
dtype: float64",,,
163,6,1837,flappy bird makes me want to smash my fuckin screen,A_conf,"OL90, NH95","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']","OL     0.000 
 OL   -16.875
AL    -19.000
OW    -20.375
OV    -21.375
dtype: float64","90    -0.109759
100   -2.609759
95    -3.734759
85    -5.234759
80    -6.734759
dtype: float64",",     0.000 
;    -24.375
 ,   -25.125
,N   -25.750
，    -25.875
dtype: float64"," NH   -0.000008 
 NO   -11.750008
NH    -19.000008
 N    -20.500008
 NS   -21.250008
dtype: float64","95    -0.207276
100   -1.707276
99    -5.707276
98    -6.707276
90    -7.207276
dtype: float64","OL     0.000 
 OL   -16.875
AL    -19.000
OW    -20.375
OV    -21.375
dtype: float64","90    -0.109759
100   -2.609759
95    -3.734759
85    -5.234759
80    -6.734759
dtype: float64",",     0.000 
;    -24.375
 ,   -25.125
,N   -25.750
，    -25.875
dtype: float64"," NH   -0.000008 
 NO   -11.750008
NH    -19.000008
 N    -20.500008
 NS   -21.250008
dtype: float64","95    -0.207276
100   -1.707276
99    -5.707276
98    -6.707276
90    -7.207276
dtype: float64","OL    -1.936126e-07
 OL   -1.687500e+01
AL    -1.837500e+01
OW    -2.037500e+01
UL    -2.087500e+01
dtype: float64","90    -0.129601
100   -2.629601
95    -3.129601
85    -5.254601
80    -7.629601
dtype: float64",",     0.000 
;    -24.125
 ,   -24.875
，    -25.625
,N   -25.750
dtype: float64"," NH   -9.088346e-07
 NO   -1.400000e+01
NH    -1.850000e+01
 NS   -2.150000e+01
 NM   -2.187500e+01
dtype: float64","95    -0.119585
100   -2.244585
99    -5.869585
90    -6.369585
98    -6.619585
dtype: float64"
163,6,1837,flappy bird makes me want to smash my fuckin screen,B_conf,"NH90, OL95","NH90, OL95","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '95']","['90', '95']","NH    -4.320200e-07
 NH   -1.487500e+01
Nh    -1.925000e+01
N     -2.075000e+01
NF    -2.087500e+01
dtype: float64","90    -0.026651
95    -4.026651
85    -4.901651
100   -7.401651
80    -7.776651
dtype: float64",",     0.000 
;    -24.750
 ,   -24.875
，    -25.750
،    -26.375
dtype: float64"," OL    0.000 
OL    -20.250
      -24.750
 O    -25.500
 UL   -25.875
dtype: float64","100   -0.619357
95    -0.994357
90    -2.494357
85    -4.869357
80    -6.494357
dtype: float64","NH    -3.128163e-07
 NH   -1.512500e+01
Nh    -1.950000e+01
NF    -2.125000e+01
nh    -2.187500e+01
dtype: float64","90    -0.028231
95    -3.903231
85    -5.028231
100   -7.153231
80    -8.028232
dtype: float64",",     0.000 
;    -24.750
 ,   -24.875
，    -25.625
،    -26.000
dtype: float64"," OL    0.000 
OL    -20.250
      -25.250
 O    -25.500
 UL   -26.125
dtype: float64","100   -0.539854
95    -1.164854
90    -2.414854
85    -4.289854
80    -6.164854
dtype: float64","NH    -3.128163e-07
 NH   -1.512500e+01
Nh    -1.937500e+01
NF    -2.100000e+01
N     -2.150000e+01
dtype: float64","90    -0.028056
95    -4.153056
85    -4.528056
80    -7.403056
100   -7.528056
dtype: float64",",     0.000 
;    -24.750
 ,   -25.250
，    -26.125
،    -26.500
dtype: float64"," OL    0.000 
OL    -20.500
      -25.125
 O    -25.750
 UL   -26.000
dtype: float64","95    -0.61214
100   -0.86214
90    -3.48714
85    -5.36214
80    -8.23714
dtype: float64"
