batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label,R1_Token1,R1_Token2,R1_Token3,R2_Token1,R2_Token2,R2_Token3,R3_Token1,R3_Token2,R3_Token3
55,6,415,@###### I read a black man tweet hot sauce is trash &amp; watermelon is overrated. I can't deal,B,"NH, NO","NH, NO","NH, OL","NH, NO","NH, NO","NH, OL","NH   -1.936126e-07
NO   -1.675000e+01
HS   -1.825000e+01
HN   -1.950000e+01
N    -2.025000e+01
dtype: float64",",      0.00 
 ,    -22.50
.     -23.00
 OL   -23.25
,,    -23.75
dtype: float64"," NO   -0.01815 
 OL   -4.01815 
NO    -15.76815
 NH   -16.76815
OL    -18.26815
dtype: float64","NH   -1.936126e-07
NO   -1.675000e+01
HS   -1.825000e+01
HN   -1.950000e+01
N    -2.025000e+01
dtype: float64",",      0.00 
 ,    -22.50
.     -23.00
 OL   -23.25
,,    -23.75
dtype: float64"," NO   -0.01815 
 OL   -4.01815 
NO    -15.76815
 NH   -16.76815
OL    -18.26815
dtype: float64","NH   -0.000022 
HS   -10.750022
N    -16.750021
NO   -16.750021
HN   -17.000021
dtype: float64",",     0.000 
.    -21.500
 ,   -22.125
،    -23.000
,,   -23.125
dtype: float64"," OL   -0.474078 
 NO   -0.974078 
 NH   -14.224078
OL    -14.974078
NO    -15.724078
dtype: float64"
55,6,415,@###### I read a black man tweet hot sauce is trash &amp; watermelon is overrated. I can't deal,C.HS,NH,NH,NH,NH,NH,NH,"NH   -1.936126e-07
HS   -1.625000e+01
NJ   -2.025000e+01
nh   -2.100000e+01
HN   -2.100000e+01
dtype: float64",",     0.000 
.    -21.500
 ,   -22.125
،    -23.000
,,   -23.125
dtype: float64",,"NH   -4.320200e-07
HS   -1.500000e+01
nh   -1.975000e+01
Nh   -2.050000e+01
NJ   -2.100000e+01
dtype: float64",",     0.000 
.    -21.500
 ,   -22.125
،    -23.000
,,   -23.125
dtype: float64",,"NH   -1.936126e-07
HS   -1.625000e+01
NJ   -2.025000e+01
nh   -2.100000e+01
HN   -2.100000e+01
dtype: float64",",     0.000 
.    -21.500
 ,   -22.125
،    -23.000
,,   -23.125
dtype: float64",
55,6,415,@###### I read a black man tweet hot sauce is trash &amp; watermelon is overrated. I can't deal,C.OL,NO,NO,NO,NO,NO,NO,"NO    -0.000261 
OL    -8.250261 
No    -19.750261
no    -20.500261
 NO   -20.750261
dtype: float64",",     0.000 
.    -21.500
 ,   -22.125
،    -23.000
,,   -23.125
dtype: float64",,"NO    -0.000045 
OL    -10.000046
No    -20.000046
 NO   -20.750046
no    -21.250046
dtype: float64",",     0.000 
.    -21.500
 ,   -22.125
،    -23.000
,,   -23.125
dtype: float64",,"NO    -0.000335 
OL    -8.000336 
no    -20.250336
No    -20.250336
 NO   -20.250336
dtype: float64",",     0.000 
.    -21.500
 ,   -22.125
،    -23.000
,,   -23.125
dtype: float64",
56,1,318,"&#8220;@###### Watching #AttackofTitan on @###### bro you a HAN for stealing my tweet, bitch ass nigga",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL     0.000 
OH    -19.250
 OL   -21.125
NO    -21.250
HS    -21.250
dtype: float64",",     -1.936126e-07
,N    -1.575000e+01
.     -2.075000e+01
 ,    -2.112500e+01
 NH   -2.162500e+01
dtype: float64"," NH     0.00 
 NO    -17.25
 N     -20.50
NH     -20.50
 NHS   -21.25
dtype: float64","OL     0.000 
OH    -19.250
 OL   -21.125
NO    -21.250
HS    -21.250
dtype: float64",",     -1.936126e-07
,N    -1.575000e+01
.     -2.075000e+01
 ,    -2.112500e+01
 NH   -2.162500e+01
dtype: float64"," NH     0.00 
 NO    -17.25
 N     -20.50
NH     -20.50
 NHS   -21.25
dtype: float64","OL     0.000 
OH    -19.250
 OL   -21.125
NO    -21.250
HS    -21.250
dtype: float64",",     -1.936126e-07
,N    -1.575000e+01
.     -2.075000e+01
 ,    -2.112500e+01
 NH   -2.162500e+01
dtype: float64"," NH     0.00 
 NO    -17.25
 N     -20.50
NH     -20.50
 NHS   -21.25
dtype: float64"
56,1,318,"&#8220;@###### Watching #AttackofTitan on @###### bro you a HAN for stealing my tweet, bitch ass nigga",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH     0.00 
nh    -18.00
HS    -18.00
 NH   -22.25
Nh    -22.75
dtype: float64",",      0.000 
.     -21.500
 ,    -22.000
 OL   -22.000
,,    -22.625
dtype: float64"," OL    0.0 
OL    -20.5
 OH   -24.0
 O    -25.0
 HS   -26.0
dtype: float64","NH     0.00 
HS    -18.75
nh    -21.00
 NH   -25.50
HN    -25.50
dtype: float64",",      0.00 
.     -22.00
 ,    -23.00
،     -23.25
 OL   -23.25
dtype: float64"," OL    0.0 
OL    -23.0
 OH   -23.5
 O    -26.5
 HS   -26.5
dtype: float64","NH     0.0 
nh    -18.0
HS    -19.5
 NH   -23.5
Nh    -24.0
dtype: float64",",      0.00 
.     -22.00
 ,    -22.25
,,    -22.75
 OL   -23.00
dtype: float64"," OL    0.00 
OL    -21.00
 OH   -21.75
 HS   -24.00
 O    -24.25
dtype: float64"
56,1,318,"&#8220;@###### Watching #AttackofTitan on @###### bro you a HAN for stealing my tweet, bitch ass nigga",C.HS,NH,NH,NH,NH,NH,NH,"NH    0.000 
nh   -20.750
HS   -21.000
N    -22.125
Nh   -22.750
dtype: float64",",      0.00 
.     -22.00
 ,    -22.25
,,    -22.75
 OL   -23.00
dtype: float64",,"NH     0.00 
HS    -18.00
nh    -19.50
N     -22.25
 NH   -22.25
dtype: float64",",      0.00 
.     -22.00
 ,    -22.25
,,    -22.75
 OL   -23.00
dtype: float64",,"NH    0.000 
HS   -19.000
nh   -20.250
NJ   -22.625
N    -22.750
dtype: float64",",      0.00 
.     -22.00
 ,    -22.25
,,    -22.75
 OL   -23.00
dtype: float64",
56,1,318,"&#8220;@###### Watching #AttackofTitan on @###### bro you a HAN for stealing my tweet, bitch ass nigga",C.OL,OL,OL,OL,OL,OL,OL,"OL    0.000 
Ol   -19.250
NO   -19.875
UL   -20.375
O    -20.750
dtype: float64",",      0.00 
.     -22.00
 ,    -22.25
,,    -22.75
 OL   -23.00
dtype: float64",,"OL    0.000 
Ol   -19.625
NO   -21.125
ոլ   -21.875
OH   -22.625
dtype: float64",",      0.00 
.     -22.00
 ,    -22.25
,,    -22.75
 OL   -23.00
dtype: float64",,"OL    0.000 
Ol   -18.625
NO   -19.500
OH   -20.625
ոլ   -20.750
dtype: float64",",      0.00 
.     -22.00
 ,    -22.25
,,    -22.75
 OL   -23.00
dtype: float64",
56,2,2195,Why the fuck am I getting notifications about two cunts getting married on facebook? I dini gie a fuck #getlost,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL     0.00 
Ol    -20.75
OH    -21.50
 OL   -22.75
OLF   -23.00
dtype: float64",",    -1.936126e-07
,N   -1.650000e+01
.    -2.062500e+01
 ,   -2.150000e+01
،    -2.200000e+01
dtype: float64"," NH     0.00 
NH     -23.75
 NO    -26.50
 NHS   -27.00
 N     -27.50
dtype: float64","OL     0.00 
Ol    -22.00
OH    -22.25
OLF   -23.75
 OL   -24.50
dtype: float64",",      0.000 
,N    -17.500
.     -22.375
 ,    -23.000
 NH   -23.500
dtype: float64"," NH     0.00 
NH     -24.00
 NHS   -26.50
 N     -26.75
 NO    -27.25
dtype: float64","OL     0.00 
Ol    -21.25
OH    -21.75
OLF   -22.75
UL    -24.00
dtype: float64",",      0.000 
,N    -17.625
.     -21.250
 NH   -22.625
،     -22.875
dtype: float64"," NH     0.00 
NH     -22.25
 NO    -26.25
 NHS   -26.50
 N     -27.75
dtype: float64"
56,2,2195,Why the fuck am I getting notifications about two cunts getting married on facebook? I dini gie a fuck #getlost,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH    0.00 
nh   -22.75
N    -23.00
HS   -23.50
Nh   -25.50
dtype: float64",",     0.000 
.    -22.625
 ,   -23.625
،    -23.750
,,   -24.625
dtype: float64"," OL    0.0 
OL    -20.5
 O    -25.5
 OH   -26.5
 OW   -27.0
dtype: float64","NH    0.00 
nh   -22.75
HS   -23.00
N    -23.50
Nh   -25.75
dtype: float64",",      0.000 
.     -22.875
،     -23.625
 ,    -24.375
 OL   -24.625
dtype: float64"," OL    0.00 
OL    -18.50
 OW   -25.75
 O    -26.00
 OH   -26.00
dtype: float64","NH     0.00 
nh    -23.50
N     -25.50
 NH   -25.50
HS    -25.75
dtype: float64",",      0.000 
.     -22.625
 OL   -23.000
،     -23.750
 ,    -24.375
dtype: float64"," OL    0.00 
OL    -19.00
 O    -25.25
 OH   -25.50
 OW   -26.50
dtype: float64"
56,2,2195,Why the fuck am I getting notifications about two cunts getting married on facebook? I dini gie a fuck #getlost,C.HS,NH,NH,NH,NH,NH,NH,"NH     0.000 
N     -20.375
nh    -20.375
 NH   -21.375
HS    -22.000
dtype: float64",",      0.000 
.     -22.625
 OL   -23.000
،     -23.750
 ,    -24.375
dtype: float64",,"NH    0.00 
N    -20.25
nh   -20.50
HS   -22.75
Nh   -22.75
dtype: float64",",      0.000 
.     -22.625
 OL   -23.000
،     -23.750
 ,    -24.375
dtype: float64",,"NH    0.00 
HS   -20.50
N    -21.50
nh   -22.50
Nh   -23.25
dtype: float64",",      0.000 
.     -22.625
 OL   -23.000
،     -23.750
 ,    -24.375
dtype: float64",
56,2,2195,Why the fuck am I getting notifications about two cunts getting married on facebook? I dini gie a fuck #getlost,C.OL,OL,OL,OL,OL,OL,OL,"OL    0.00 
Ol   -20.75
UL   -23.75
ОЛ   -24.00
OH   -25.00
dtype: float64",",      0.000 
.     -22.625
 OL   -23.000
،     -23.750
 ,    -24.375
dtype: float64",,"OL    0.00 
Ol   -20.75
UL   -23.75
ОЛ   -24.00
OH   -25.00
dtype: float64",",      0.000 
.     -22.625
 OL   -23.000
،     -23.750
 ,    -24.375
dtype: float64",,"OL    0.000 
Ol   -21.000
UL   -23.000
O    -23.750
ol   -24.375
dtype: float64",",      0.000 
.     -22.625
 OL   -23.000
،     -23.750
 ,    -24.375
dtype: float64",
56,3,1128,I'm really nice &#128557; but a bitch at times,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL    0.000 
OH   -20.000
Ol   -21.000
NO   -21.375
ОЛ   -21.625
dtype: float64",",     -3.128163e-07
,N    -1.550000e+01
.     -2.187500e+01
 NH   -2.212500e+01
/N    -2.275000e+01
dtype: float64"," NH     0.00 
NH     -24.50
 NHS   -25.25
 NO    -26.50
 nh    -27.50
dtype: float64","OL    0.000 
OH   -18.750
NO   -19.375
Ol   -20.000
NL   -21.000
dtype: float64",",     -1.936126e-07
,N    -1.587500e+01
.     -2.050000e+01
 NH   -2.075000e+01
 ,    -2.150000e+01
dtype: float64"," NH     0.00 
NH     -22.25
 NHS   -23.50
 N     -24.75
 nh    -25.00
dtype: float64","OL    0.000 
Ol   -18.250
OH   -19.250
NO   -20.375
UL   -20.750
dtype: float64",",     -1.936126e-07
,N    -1.650000e+01
 NH   -2.187500e+01
.     -2.225000e+01
 ,    -2.350000e+01
dtype: float64"," NH     0.00 
NH     -25.25
 NHS   -26.75
 N     -29.00
 nh    -29.25
dtype: float64"
56,3,1128,I'm really nice &#128557; but a bitch at times,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH    0.00 
nh   -21.25
N    -21.50
Nh   -23.25
HS   -24.00
dtype: float64",",      0.00 
.     -22.50
 OL   -23.25
 ,    -23.75
،     -24.50
dtype: float64"," OL    0.0 
OL    -21.5
 O    -24.5
 OH   -25.5
 OW   -27.0
dtype: float64","NH    0.00 
nh   -19.25
N    -22.00
Nh   -22.75
HS   -23.00
dtype: float64",",      0.0 
.     -21.5
 OL   -22.5
 ,    -23.0
،     -23.5
dtype: float64"," OL    0.0 
OL    -19.0
 OH   -23.5
 O    -24.0
 OW   -25.0
dtype: float64","NH    0.00 
nh   -19.25
N    -22.00
Nh   -22.75
HS   -23.00
dtype: float64",",      0.0 
.     -21.5
 OL   -22.5
 ,    -23.0
،     -23.5
dtype: float64"," OL    0.0 
OL    -19.0
 OH   -23.5
 O    -24.0
 OW   -25.0
dtype: float64"
56,3,1128,I'm really nice &#128557; but a bitch at times,C.HS,NH,NH,NH,NH,NH,NH,"NH     0.000 
N     -20.250
 NH   -21.625
nh    -22.250
NF    -22.625
dtype: float64",",      0.0 
.     -21.5
 OL   -22.5
 ,    -23.0
،     -23.5
dtype: float64",,"NH     0.000 
N     -22.250
nh    -25.375
 NH   -25.375
Nh    -25.625
dtype: float64",",      0.0 
.     -21.5
 OL   -22.5
 ,    -23.0
،     -23.5
dtype: float64",,"NH     0.000 
N     -20.250
 NH   -21.625
nh    -22.250
NF    -22.625
dtype: float64",",      0.0 
.     -21.5
 OL   -22.5
 ,    -23.0
،     -23.5
dtype: float64",
56,3,1128,I'm really nice &#128557; but a bitch at times,C.OL,OL,OL,OL,OL,OL,OL,"OL     0.000 
Ol    -19.000
UL    -21.500
O     -22.000
 OL   -22.375
dtype: float64",",      0.0 
.     -21.5
 OL   -22.5
 ,    -23.0
،     -23.5
dtype: float64",,"OL    0.00 
Ol   -21.00
O    -22.75
NO   -23.25
UL   -23.50
dtype: float64",",      0.0 
.     -21.5
 OL   -22.5
 ,    -23.0
،     -23.5
dtype: float64",,"OL    0.00 
Ol   -20.50
O    -22.25
UL   -22.25
OH   -23.00
dtype: float64",",      0.0 
.     -21.5
 OL   -22.5
 ,    -23.0
،     -23.5
dtype: float64",
56,4,2408,@###### so she's retarded?,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL    0.00 
NO   -17.50
OH   -18.50
HS   -22.25
HL   -22.25
dtype: float64",",     -9.088346e-07
,N    -1.400000e+01
 ,    -2.050000e+01
.     -2.075000e+01
 NH   -2.100000e+01
dtype: float64"," NH   -0.079007 
 HS   -2.579007 
 NO   -9.079007 
HS    -14.579007
 HD   -15.079007
dtype: float64","OL   -5.512236e-07
NO   -1.450000e+01
OH   -1.850000e+01
NH   -2.025000e+01
HL   -2.200000e+01
dtype: float64",",     -0.000006 
,N    -12.000007
,H    -21.000006
 NH   -21.875006
 ,    -22.750006
dtype: float64"," NH    -0.000003 
 HS    -13.000003
 NO    -14.000003
NH     -21.500004
 NHS   -22.000004
dtype: float64","OL   -1.936126e-07
NO   -1.575000e+01
OH   -1.950000e+01
NH   -2.125000e+01
ОЛ   -2.200000e+01
dtype: float64",",     -5.512236e-07
,N    -1.450000e+01
 NH   -2.087500e+01
.     -2.112500e+01
 ,    -2.137500e+01
dtype: float64"," NH    -0.000915 
 HS    -7.000915 
 NO    -12.500916
NH     -17.500916
 NHS   -18.500916
dtype: float64"
56,4,2408,@###### so she's retarded?,B,"HS, OL","NH, OL","NH, OL","HS, OL","NH, OL","NH, OL","NH   -0.474077 
HS   -0.974077 
OH   -16.724077
HN   -16.724077
N    -17.474077
dtype: float64",",      0.00 
 OL   -20.00
،     -22.25
 ,    -22.75
.     -23.00
dtype: float64"," OL    0.00 
 OH   -21.00
 O    -24.00
 OT   -25.25
OL    -25.75
dtype: float64","NH   -0.061968 
HS   -2.811968 
N    -15.561969
OH   -15.561969
OL   -15.811969
dtype: float64",",      0.000 
.     -20.875
 OL   -21.500
 ,    -21.750
،     -21.750
dtype: float64"," OL    0.00 
OL    -18.75
 OH   -18.75
 NO   -19.25
 O    -23.00
dtype: float64","NH   -0.029751 
HS   -3.529751 
N    -17.029751
HN   -18.279751
NS   -18.529751
dtype: float64",",          0.000 
 OL       -22.375
.         -22.625
<|end|>   -23.375
 ,        -23.750
dtype: float64"," OL    0.00 
OL    -21.00
 NO   -21.00
 OH   -22.00
 O    -24.25
dtype: float64"
56,4,2408,@###### so she's retarded?,C.HS,NH,NH,NH,NH,NH,NH,"NH    -0.000045 
HS    -10.000046
HN    -20.000046
 NH   -20.500046
nh    -20.750046
dtype: float64",",          0.000 
 OL       -22.375
.         -22.625
<|end|>   -23.375
 ,        -23.750
dtype: float64",,"NH    -0.000022 
HS    -10.750022
HN    -20.250021
nh    -21.250021
 NH   -21.250021
dtype: float64",",          0.000 
 OL       -22.375
.         -22.625
<|end|>   -23.375
 ,        -23.750
dtype: float64",,"NH    -0.000045 
HS    -10.000046
HN    -20.000046
 NH   -20.500046
nh    -20.750046
dtype: float64",",          0.000 
 OL       -22.375
.         -22.625
<|end|>   -23.375
 ,        -23.750
dtype: float64",
56,4,2408,@###### so she's retarded?,C.OL,OL,OL,OL,OL,OL,OL,"OL   -1.936126e-07
NO   -1.600000e+01
ol   -2.100000e+01
Ol   -2.100000e+01
OH   -2.125000e+01
dtype: float64",",          0.000 
 OL       -22.375
.         -22.625
<|end|>   -23.375
 ,        -23.750
dtype: float64",,"OL   -0.000002 
NO   -13.250002
ol   -19.250002
Ol   -20.750002
ОЛ   -20.750002
dtype: float64",",          0.000 
 OL       -22.375
.         -22.625
<|end|>   -23.375
 ,        -23.750
dtype: float64",,"OL   -9.088346e-07
NO   -1.400000e+01
Ol   -1.975000e+01
OH   -2.025000e+01
NL   -2.075000e+01
dtype: float64",",          0.000 
 OL       -22.375
.         -22.625
<|end|>   -23.375
 ,        -23.750
dtype: float64",
56,5,159,@###### Well he canonically plays the troll equivalent of Pokemon... *throws the new Fairy type at him*,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO   -0.000003 
OL   -12.750004
NH   -15.000004
no   -16.500004
OH   -17.375004
dtype: float64",",     -5.512236e-07
,N    -1.450000e+01
 ,    -2.037500e+01
 NH   -2.137500e+01
.     -2.237500e+01
dtype: float64"," NH     0.00 
NH     -21.75
 N     -26.00
 NHS   -26.25
 nh    -26.75
dtype: float64","NO     0.00 
no    -18.25
No    -18.50
OL    -18.50
_NO   -19.25
dtype: float64",",     -1.936126e-07
,N    -1.650000e+01
 ,    -2.125000e+01
 NH   -2.225000e+01
.     -2.250000e+01
dtype: float64"," NH     0.00 
NH     -20.75
 nh    -27.00
 NHS   -27.00
 N     -27.25
dtype: float64","NO    -1.936126e-07
OL    -1.675000e+01
no    -1.750000e+01
No    -1.825000e+01
_NO   -1.850000e+01
dtype: float64",",     -1.936126e-07
,N    -1.650000e+01
 ,    -2.137500e+01
 NH   -2.262500e+01
.     -2.275000e+01
dtype: float64"," NH    0.00 
NH    -20.50
 NO   -25.75
 nh   -26.50
 N    -27.25
dtype: float64"
56,5,159,@###### Well he canonically plays the troll equivalent of Pokemon... *throws the new Fairy type at him*,B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH    0.00 
nh   -21.50
NO   -23.75
N    -24.00
OH   -24.00
dtype: float64",",      0.000 
 NO   -21.750
 ,    -22.500
.     -22.875
.NO   -23.125
dtype: float64"," NO   -3.128163e-07
NO    -1.525000e+01
 NH   -2.325000e+01
 NB   -2.325000e+01
.NO   -2.325000e+01
dtype: float64","NH     0.00 
nh    -22.25
Nh    -24.00
N     -24.50
 NH   -25.00
dtype: float64",",      0.000 
 NO   -22.500
 ,    -23.250
.     -23.500
،     -25.375
dtype: float64"," NO   -9.088346e-07
NO    -1.400000e+01
.NO   -2.250000e+01
 N    -2.325000e+01
_NO   -2.350000e+01
dtype: float64","NH    0.000 
nh   -19.250
NO   -21.750
Nh   -21.875
NJ   -22.375
dtype: float64",",      0.00 
 ,    -22.00
.     -22.25
 NO   -22.25
،     -24.25
dtype: float64"," NO    0.00 
NO    -16.75
.NO   -23.00
 NB   -24.00
 N    -24.25
dtype: float64"
56,5,159,@###### Well he canonically plays the troll equivalent of Pokemon... *throws the new Fairy type at him*,C.HS,NH,NH,NH,NH,NH,NH,"NH     0.000 
N     -22.125
nh    -22.625
Nh    -22.875
 NH   -24.000
dtype: float64",",      0.00 
 ,    -22.00
.     -22.25
 NO   -22.25
،     -24.25
dtype: float64",,"NH     0.000 
N     -21.125
Nh    -22.625
nh    -23.000
 NH   -23.625
dtype: float64",",      0.00 
 ,    -22.00
.     -22.25
 NO   -22.25
،     -24.25
dtype: float64",,"NH    0.000 
N    -22.000
Nh   -23.250
nh   -23.500
MH   -24.875
dtype: float64",",      0.00 
 ,    -22.00
.     -22.25
 NO   -22.25
،     -24.25
dtype: float64",
56,5,159,@###### Well he canonically plays the troll equivalent of Pokemon... *throws the new Fairy type at him*,C.OL,NO,NO,NO,NO,NO,NO,"NO    -1.936126e-07
no    -1.650000e+01
No    -1.737500e+01
OL    -1.750000e+01
_NO   -1.887500e+01
dtype: float64",",      0.00 
 ,    -22.00
.     -22.25
 NO   -22.25
،     -24.25
dtype: float64",,"NO     0.00 
No    -17.25
no    -17.75
_NO   -19.50
OL    -20.50
dtype: float64",",      0.00 
 ,    -22.00
.     -22.25
 NO   -22.25
،     -24.25
dtype: float64",,"NO     0.000 
No    -17.750
no    -18.000
_NO   -19.125
OL    -21.000
dtype: float64",",      0.00 
 ,    -22.00
.     -22.25
 NO   -22.25
،     -24.25
dtype: float64",
56,6,2686,@###### fuck you niggah you gay. Lol,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL    0.00 
OH   -17.50
Ol   -18.25
HS   -18.50
HL   -19.75
dtype: float64",",      0.000 
 HS   -20.000
.     -20.375
 ,    -20.750
,H    -21.125
dtype: float64"," HS   -0.000214 
 NH   -8.500214 
HS    -11.500214
 NO   -16.500214
 HH   -16.500214
dtype: float64","OL    0.000 
HS   -19.250
OH   -21.000
HL   -22.125
UL   -22.875
dtype: float64",",      0.00 
 HS   -21.00
.     -22.00
 ,    -22.00
,H    -22.25
dtype: float64"," HS   -0.000915 
 NH   -7.000915 
HS    -12.500916
 HH   -17.000916
 NO   -17.250916
dtype: float64","OL     0.00 
HS    -19.25
OH    -19.50
HL    -22.50
 OL   -23.25
dtype: float64",",      0.0 
 HS   -20.5
,H    -21.5
.     -22.0
 ,    -22.0
dtype: float64"," HS   -0.000026 
HS    -11.250026
 NH   -11.250026
 HH   -18.000027
 HL   -19.000027
dtype: float64"
56,6,2686,@###### fuck you niggah you gay. Lol,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS    -0.000028 
NH    -10.500028
 HS   -20.000027
HH    -20.250027
HN    -20.750027
dtype: float64",",      0.000 
 OL   -21.750
 ,    -22.500
.     -23.250
،     -23.875
dtype: float64"," OL    0.0 
OL    -21.0
 OH   -22.5
 O    -27.0
 HS   -27.0
dtype: float64","HS    -0.00001 
NH    -11.50001
HH    -21.50001
 HS   -22.00001
HN    -22.25001
dtype: float64",",      0.00 
 ,    -22.00
 OL   -22.50
.     -23.00
،     -24.25
dtype: float64"," OL    0.00 
OL    -25.00
 OH   -25.50
 O    -27.75
 ol   -29.50
dtype: float64","HS    -0.000028 
NH    -10.500028
 HS   -20.000027
HH    -20.250027
HN    -20.750027
dtype: float64",",      0.000 
 OL   -21.750
 ,    -23.000
.     -23.625
،     -24.500
dtype: float64"," OL    0.0 
OL    -20.0
 OH   -24.5
 O    -27.5
 ol   -28.0
dtype: float64"
56,6,2686,@###### fuck you niggah you gay. Lol,C.HS,HS,NH,NH,HS,NH,NH,"HS   -0.47408 
NH   -0.97408 
HN   -13.47408
N    -14.72408
NS   -14.97408
dtype: float64",",      0.000 
 OL   -21.750
 ,    -23.000
.     -23.625
،     -24.500
dtype: float64",,"HS   -0.47408 
NH   -0.97408 
HN   -13.47408
N    -14.72408
NS   -14.97408
dtype: float64",",      0.000 
 OL   -21.750
 ,    -23.000
.     -23.625
،     -24.500
dtype: float64",,"NH   -0.061968 
HS   -2.811968 
HN   -15.811968
NS   -16.561968
N    -17.311968
dtype: float64",",      0.000 
 OL   -21.750
 ,    -23.000
.     -23.625
،     -24.500
dtype: float64",
56,6,2686,@###### fuck you niggah you gay. Lol,C.OL,OL,OL,OL,OL,OL,OL,"OL    0.000 
Ol   -19.000
OH   -20.125
O    -20.250
ОЛ   -20.250
dtype: float64",",      0.000 
 OL   -21.750
 ,    -23.000
.     -23.625
،     -24.500
dtype: float64",,"OL    0.000 
Ol   -19.375
O    -19.625
UL   -20.250
OH   -20.625
dtype: float64",",      0.000 
 OL   -21.750
 ,    -23.000
.     -23.625
،     -24.500
dtype: float64",,"OL   -3.128163e-07
Ol   -1.550000e+01
OH   -1.850000e+01
O    -1.900000e+01
NO   -1.912500e+01
dtype: float64",",      0.000 
 OL   -21.750
 ,    -23.000
.     -23.625
،     -24.500
dtype: float64",
57,1,2775,@###### Not taking Franks advice and he ate the yellow snow.,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO   -0.000017 
OL   -11.000017
NH   -15.125017
NL   -15.875017
ON   -17.125017
dtype: float64",",     -4.320200e-07
,N    -1.475000e+01
 ,    -2.050000e+01
 NH   -2.150000e+01
،     -2.212500e+01
dtype: float64"," NH    0.00 
NH    -20.50
 NO   -27.00
 nh   -27.25
 N    -27.50
dtype: float64","NO    -0.000013 
OL    -11.250013
NH    -17.000013
_NO   -18.750013
no    -19.250013
dtype: float64",",     0.000 
,N   -16.750
 ,   -22.125
.    -23.125
،    -23.500
dtype: float64"," NH    0.00 
NH    -21.00
 N    -28.00
 nh   -28.25
 NO   -28.75
dtype: float64","NO    -0.000013 
OL    -11.250013
NH    -17.000013
_NO   -18.750013
no    -19.250013
dtype: float64",",     0.000 
,N   -16.750
 ,   -22.125
.    -23.125
،    -23.500
dtype: float64"," NH    0.00 
NH    -21.00
 N    -28.00
 nh   -28.25
 NO   -28.75
dtype: float64"
57,1,2775,@###### Not taking Franks advice and he ate the yellow snow.,B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH    0.00 
nh   -21.00
N    -22.50
Nh   -24.25
NJ   -25.25
dtype: float64",",      0.00 
 NO   -23.25
 ,    -24.00
.     -24.25
.NO   -25.50
dtype: float64"," NO   -1.936126e-07
NO    -1.600000e+01
 N    -2.150000e+01
 NB   -2.150000e+01
 NP   -2.200000e+01
dtype: float64","NH    0.000 
nh   -20.250
N    -21.750
HS   -23.375
Nh   -23.375
dtype: float64",",      0.000 
 NO   -21.500
.     -22.750
 ,    -22.875
،     -23.750
dtype: float64"," NO   -3.128163e-07
NO    -1.525000e+01
 N    -2.275000e+01
.NO   -2.325000e+01
_NO   -2.350000e+01
dtype: float64","NH    0.000 
nh   -19.000
N    -21.750
Nh   -22.375
HS   -23.000
dtype: float64",",      0.00 
 NO   -23.25
.     -24.00
 ,    -24.25
،     -25.00
dtype: float64"," NO   -5.512236e-07
NO    -1.450000e+01
 N    -2.325000e+01
.NO   -2.350000e+01
      -2.375000e+01
dtype: float64"
57,1,2775,@###### Not taking Franks advice and he ate the yellow snow.,C.HS,NH,NH,NH,NH,NH,NH,"NH     0.000 
N     -20.250
nh    -21.000
Nh    -21.875
 NH   -22.500
dtype: float64",",      0.00 
 NO   -23.25
.     -24.00
 ,    -24.25
،     -25.00
dtype: float64",,"NH     0.000 
N     -20.250
nh    -21.000
Nh    -21.875
 NH   -22.500
dtype: float64",",      0.00 
 NO   -23.25
.     -24.00
 ,    -24.25
،     -25.00
dtype: float64",,"NH     0.000 
N     -20.250
nh    -21.000
Nh    -21.875
 NH   -22.500
dtype: float64",",      0.00 
 NO   -23.25
.     -24.00
 ,    -24.25
،     -25.00
dtype: float64",
