batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label,R1_Token1,R1_Token2,R1_Token3,R2_Token1,R2_Token2,R2_Token3,R3_Token1,R3_Token2,R3_Token3
36,1,119,RT @###### You know a girl is a hoe if her Instagram isn't private,C.HS,NH,NH,NH,NH,NH,NH,"NH   -0.000145
dtype: float64",",   -0.000023
dtype: float64",,"NH   -0.000179
dtype: float64",",   -0.000023
dtype: float64",,"NH   -0.000145
dtype: float64",",   -0.000023
dtype: float64",
36,1,119,RT @###### You know a girl is a hoe if her Instagram isn't private,C.OL,OL,OL,OL,OL,OL,OL,"OL    0.000042
dtype: float64",",   -0.000023
dtype: float64",,"OL    0.000042
dtype: float64",",   -0.000023
dtype: float64",,"OL   -0.000038
dtype: float64",",   -0.000023
dtype: float64",
36,2,181,"fuck ray rice ,someone crack that bitch",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL   -0.000004
dtype: float64",",   -0.000034
dtype: float64"," NH   -0.000648
dtype: float64","OL   -0.000004
dtype: float64",",   -0.000034
dtype: float64"," NH   -0.000648
dtype: float64","OL   -0.000004
dtype: float64",",   -0.000034
dtype: float64"," NH   -0.000648
dtype: float64"
36,2,181,"fuck ray rice ,someone crack that bitch",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH    0.000031
dtype: float64",",    0.000034
dtype: float64"," OL    0.0
dtype: float64","NH    0.0
dtype: float64",",   -0.000019
dtype: float64"," OL   -0.000031
dtype: float64","NH    0.000004
dtype: float64",",   -0.000019
dtype: float64"," OL   -0.000023
dtype: float64"
36,2,181,"fuck ray rice ,someone crack that bitch",C.HS,NH,NH,NH,NH,NH,NH,"NH   -0.023361
HS   -3.773361
dtype: float64",",   -0.000019
dtype: float64",,"NH   -0.008694
dtype: float64",",   -0.000019
dtype: float64",,"NH   -0.011181
dtype: float64",",   -0.000019
dtype: float64",
36,2,181,"fuck ray rice ,someone crack that bitch",C.OL,OL,OL,OL,OL,OL,OL,"OL   -0.000053
dtype: float64",",   -0.000019
dtype: float64",,"OL    0.000038
dtype: float64",",   -0.000019
dtype: float64",,"OL   -0.000053
dtype: float64",",   -0.000019
dtype: float64",
36,3,541,@###### @###### Do you think the guinea pig was okay? :(,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO    0.000034
dtype: float64",",    0.000027
dtype: float64"," NH    0.000046
dtype: float64","NO   -0.000061
dtype: float64",",   -0.000015
dtype: float64"," NH    0.000027
dtype: float64","NO    0.000053
dtype: float64",",   -0.000061
dtype: float64"," NH   -0.000008
dtype: float64"
36,3,541,@###### @###### Do you think the guinea pig was okay? :(,B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH   -0.000031
dtype: float64",",    0.000019
dtype: float64"," NO   -0.000076
dtype: float64","NH    0.000042
dtype: float64",",   -0.000065
dtype: float64"," NO    0.000027
dtype: float64","NH   -0.000031
dtype: float64",",    0.000019
dtype: float64"," NO   -0.000099
dtype: float64"
36,3,541,@###### @###### Do you think the guinea pig was okay? :(,C.HS,NH,NH,NH,NH,NH,NH,"NH    0.000011
dtype: float64",",    0.000019
dtype: float64",,"NH   -0.000031
dtype: float64",",    0.000019
dtype: float64",,"NH   -0.000031
dtype: float64",",    0.000019
dtype: float64",
36,3,541,@###### @###### Do you think the guinea pig was okay? :(,C.OL,NO,NO,NO,NO,NO,NO,"NO   -0.000114
dtype: float64",",    0.000019
dtype: float64",,"NO    0.000011
dtype: float64",",    0.000019
dtype: float64",,"NO    0.000011
dtype: float64",",    0.000019
dtype: float64",
36,4,1703,"Some guy at orientation got asked what his top 3 favorite music artists are and the first thing this bitch said was ""Usher"".",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL   -0.000034
dtype: float64",",   -0.000061
dtype: float64"," NH    0.000038
dtype: float64","OL   -0.000004
dtype: float64",",   -0.000004
dtype: float64"," NH    0.000015
dtype: float64","OL   -0.000004
dtype: float64",",   -0.000023
dtype: float64"," NH    0.000015
dtype: float64"
36,4,1703,"Some guy at orientation got asked what his top 3 favorite music artists are and the first thing this bitch said was ""Usher"".",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH    0.000034
dtype: float64",",    0.000023
dtype: float64"," OL   -0.000031
dtype: float64","NH    0.000034
dtype: float64",",    0.000023
dtype: float64"," OL   -0.000031
dtype: float64","NH    0.000034
dtype: float64",",    0.000023
dtype: float64"," OL   -0.000031
dtype: float64"
36,4,1703,"Some guy at orientation got asked what his top 3 favorite music artists are and the first thing this bitch said was ""Usher"".",C.HS,NH,NH,NH,NH,NH,NH,"NH   -0.000011
dtype: float64",",    0.000023
dtype: float64",,"NH   -0.000011
dtype: float64",",    0.000023
dtype: float64",,"NH   -0.000011
dtype: float64",",    0.000023
dtype: float64",
36,4,1703,"Some guy at orientation got asked what his top 3 favorite music artists are and the first thing this bitch said was ""Usher"".",C.OL,OL,OL,OL,OL,OL,OL,"OL    0.000004
dtype: float64",",    0.000023
dtype: float64",,"OL    0.000034
dtype: float64",",    0.000023
dtype: float64",,"OL   -0.000061
dtype: float64",",    0.000023
dtype: float64",
36,5,2894,RT @###### Get real & fucking fight or don't play me. I don't play with pussy ass niggas.,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL    0.000008
dtype: float64",",    0.000019
dtype: float64"," HS   -0.067661
 NH   -2.817661
dtype: float64","OL   -0.000034
dtype: float64",",   -0.000008
dtype: float64"," HS   -0.012104
dtype: float64","OL    0.000008
dtype: float64",",    0.000019
dtype: float64"," HS   -0.067661
 NH   -2.817661
dtype: float64"
36,5,2894,RT @###### Get real & fucking fight or don't play me. I don't play with pussy ass niggas.,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH   -0.00032
dtype: float64",",   -0.000019
dtype: float64"," OL   -0.000015
dtype: float64","NH   -0.001614
dtype: float64",",    0.000015
dtype: float64"," OL    0.000038
dtype: float64","NH   -0.00032
dtype: float64",",   -0.000019
dtype: float64"," OL   -0.000015
dtype: float64"
36,5,2894,RT @###### Get real & fucking fight or don't play me. I don't play with pussy ass niggas.,C.HS,NH,NH,NH,NH,NH,NH,"NH   -0.004166
dtype: float64",",   -0.000019
dtype: float64",,"NH   -0.048866
HS   -3.048866
dtype: float64",",   -0.000019
dtype: float64",,"NH   -0.387173
HS   -1.137173
dtype: float64",",   -0.000019
dtype: float64",
36,5,2894,RT @###### Get real & fucking fight or don't play me. I don't play with pussy ass niggas.,C.OL,OL,OL,OL,OL,OL,OL,"OL   -0.000053
dtype: float64",",   -0.000019
dtype: float64",,"OL   -0.000053
dtype: float64",",   -0.000019
dtype: float64",,"OL   -0.000053
dtype: float64",",   -0.000019
dtype: float64",
36,6,2051,That nigga Tannehill trash lmao Dolphins trash,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL    0.000038
dtype: float64",",   -0.000023
dtype: float64"," HS   -0.06319
 NH   -2.81319
dtype: float64","OL    0.000042
dtype: float64",",   -0.000019
dtype: float64"," HS   -0.005386
dtype: float64","OL    0.000046
dtype: float64",",    0.000023
dtype: float64"," HS   -0.004379
dtype: float64"
36,6,2051,That nigga Tannehill trash lmao Dolphins trash,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH   -0.001534
dtype: float64",",   -0.000008
dtype: float64"," OL   -0.000042
dtype: float64","NH   -0.001534
dtype: float64",",   -0.000008
dtype: float64"," OL   -0.000042
dtype: float64","NH   -0.001534
dtype: float64",",   -0.000008
dtype: float64"," OL   -0.000042
dtype: float64"
36,6,2051,That nigga Tannehill trash lmao Dolphins trash,C.HS,NH,NH,NH,NH,NH,NH,"NH   -0.387218
HS   -1.137218
dtype: float64",",   -0.000008
dtype: float64",,"NH   -0.387218
HS   -1.137218
dtype: float64",",   -0.000008
dtype: float64",,"NH   -0.387115
HS   -1.137115
dtype: float64",",   -0.000008
dtype: float64",
36,6,2051,That nigga Tannehill trash lmao Dolphins trash,C.OL,OL,OL,OL,OL,OL,OL,"OL   -0.000053
dtype: float64",",   -0.000008
dtype: float64",,"OL    0.0
dtype: float64",",   -0.000008
dtype: float64",,"OL    0.0
dtype: float64",",   -0.000008
dtype: float64",
37,1,2286,Ask the governor how we are supposed to pay for this? Typical #teabagger mentality. Government is EVIL until we need them LOL #morningjoe,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL   -0.005802
dtype: float64",",   -0.000023
dtype: float64"," NH   -0.000492
dtype: float64","OL   -0.005764
dtype: float64",",   -0.000053
dtype: float64"," NH   -0.001617
dtype: float64","OL   -0.005802
dtype: float64",",   -0.000023
dtype: float64"," NH   -0.000492
dtype: float64"
37,1,2286,Ask the governor how we are supposed to pay for this? Typical #teabagger mentality. Government is EVIL until we need them LOL #morningjoe,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH   -0.000004
dtype: float64",",   -0.000015
dtype: float64"," OL   -0.000263
dtype: float64","NH   -0.000103
dtype: float64",",    0.000034
dtype: float64"," OL   -0.000172
dtype: float64","NH   -0.000027
dtype: float64",",    0.000027
dtype: float64"," OL   -0.000782
dtype: float64"
37,1,2286,Ask the governor how we are supposed to pay for this? Typical #teabagger mentality. Government is EVIL until we need them LOL #morningjoe,C.HS,NH,NH,NH,NH,NH,NH,"NH   -0.018368
dtype: float64",",    0.000027
dtype: float64",,"NH   -0.048805
HS   -3.048805
dtype: float64",",    0.000027
dtype: float64",,"NH   -0.048809
HS   -3.048809
dtype: float64",",    0.000027
dtype: float64",
37,1,2286,Ask the governor how we are supposed to pay for this? Typical #teabagger mentality. Government is EVIL until we need them LOL #morningjoe,C.OL,OL,OL,OL,OL,OL,OL,"OL   -0.008823
dtype: float64",",    0.000027
dtype: float64",,"OL   -0.002029
dtype: float64",",    0.000027
dtype: float64",,"OL   -0.002029
dtype: float64",",    0.000027
dtype: float64",
37,2,2531,"Lmao the shovel video is pretty awesome, she went down like a ton of bricks lol. Gotta love honky riff raff savages. That is all.",A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL   -0.000092
dtype: float64",",   -0.000065
dtype: float64"," HS   -0.000576
dtype: float64","OL   -0.002041
dtype: float64",",   -0.000023
dtype: float64"," HS   -0.002296
dtype: float64","OL   -0.002041
dtype: float64",",   -0.000023
dtype: float64"," HS   -0.002296
dtype: float64"
37,2,2531,"Lmao the shovel video is pretty awesome, she went down like a ton of bricks lol. Gotta love honky riff raff savages. That is all.",B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS   -0.005329
dtype: float64",",    0.000027
dtype: float64"," OL   -0.000538
dtype: float64","HS   -0.005329
dtype: float64",",    0.000027
dtype: float64"," OL   -0.000538
dtype: float64","HS   -0.005329
dtype: float64",",    0.000027
dtype: float64"," OL   -0.000538
dtype: float64"
37,2,2531,"Lmao the shovel video is pretty awesome, she went down like a ton of bricks lol. Gotta love honky riff raff savages. That is all.",C.HS,HS,HS,HS,HS,HS,HS,"HS   -0.000446
dtype: float64",",    0.000027
dtype: float64",,"HS    0.000027
dtype: float64",",    0.000027
dtype: float64",,"HS   -0.000004
dtype: float64",",    0.000027
dtype: float64",
37,2,2531,"Lmao the shovel video is pretty awesome, she went down like a ton of bricks lol. Gotta love honky riff raff savages. That is all.",C.OL,OL,OL,OL,OL,OL,OL,"OL   -0.000019
dtype: float64",",    0.000027
dtype: float64",,"OL   -0.000019
dtype: float64",",    0.000027
dtype: float64",,"OL   -0.000053
dtype: float64",",    0.000027
dtype: float64",
37,3,506,RT @###### @###### called Charlie Baker to concede around 8:15 this morning. She plans to address supporters at 11am. #wcvb,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO   -0.000015
dtype: float64",",   -0.000023
dtype: float64"," NH    0.000031
dtype: float64","NO   -0.000015
dtype: float64",",   -0.000023
dtype: float64"," NH    0.000031
dtype: float64","NO   -0.00005
dtype: float64",",   -0.000023
dtype: float64"," NH   -0.000046
dtype: float64"
37,3,506,RT @###### @###### called Charlie Baker to concede around 8:15 this morning. She plans to address supporters at 11am. #wcvb,B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH   -0.000008
dtype: float64",",    0.000034
dtype: float64"," NO    0.0
dtype: float64","NH   -0.000008
dtype: float64",",    0.000034
dtype: float64"," NO    0.0
dtype: float64","NH   -0.000008
dtype: float64",",    0.000034
dtype: float64"," NO   -0.000027
dtype: float64"
37,3,506,RT @###### @###### called Charlie Baker to concede around 8:15 this morning. She plans to address supporters at 11am. #wcvb,C.HS,NH,NH,NH,NH,NH,NH,"NH    0.000042
dtype: float64",",    0.000034
dtype: float64",,"NH    0.000019
dtype: float64",",    0.000034
dtype: float64",,"NH   -0.000019
dtype: float64",",    0.000034
dtype: float64",
37,3,506,RT @###### @###### called Charlie Baker to concede around 8:15 this morning. She plans to address supporters at 11am. #wcvb,C.OL,NO,NO,NO,NO,NO,NO,"NO   -0.000118
dtype: float64",",    0.000034
dtype: float64",,"NO   -0.000023
dtype: float64",",    0.000034
dtype: float64",,"NO   -0.000076
dtype: float64",",    0.000034
dtype: float64",
37,4,228,There are some real life hoes on IG. Crazy.,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL    0.000057
dtype: float64",",   -0.000004
dtype: float64"," NH    0.0
dtype: float64","OL    0.000057
dtype: float64",",   -0.000004
dtype: float64"," NH   -0.000019
dtype: float64","OL    0.000038
dtype: float64",",   -0.000015
dtype: float64"," NH    0.000023
dtype: float64"
37,4,228,There are some real life hoes on IG. Crazy.,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH   -0.000038
dtype: float64",",    0.000027
dtype: float64"," OL   -0.000031
dtype: float64","NH   -0.000038
dtype: float64",",    0.000027
dtype: float64"," OL   -0.000031
dtype: float64","NH   -0.000038
dtype: float64",",    0.000027
dtype: float64"," OL   -0.000031
dtype: float64"
37,4,228,There are some real life hoes on IG. Crazy.,C.HS,NH,NH,NH,NH,NH,NH,"NH   -0.000034
dtype: float64",",    0.000027
dtype: float64",,"NH   -0.000034
dtype: float64",",    0.000027
dtype: float64",,"NH   -0.000034
dtype: float64",",    0.000027
dtype: float64",
37,4,228,There are some real life hoes on IG. Crazy.,C.OL,OL,OL,OL,OL,OL,OL,"OL    0.0
dtype: float64",",    0.000027
dtype: float64",,"OL   -0.000027
dtype: float64",",    0.000027
dtype: float64",,"OL   -0.000069
dtype: float64",",    0.000027
dtype: float64",
37,5,1183,"Someone's mother called me a ""handsome, buff, yellow thang"" last night... my ego was temporarily elevated and @###### was dying lol",A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO   -0.011639
dtype: float64",",    0.000038
dtype: float64"," NH   -0.000015
dtype: float64","NO   -0.003551
dtype: float64",",    0.000019
dtype: float64"," NH    0.000031
dtype: float64","NO   -0.005707
dtype: float64",",    0.000027
dtype: float64"," NH    0.000031
dtype: float64"
37,5,1183,"Someone's mother called me a ""handsome, buff, yellow thang"" last night... my ego was temporarily elevated and @###### was dying lol",B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH   -0.000011
dtype: float64",",    0.000008
dtype: float64"," NO   -0.026768
 NH   -4.026768
dtype: float64","NH    0.000004
dtype: float64",",   -0.000015
dtype: float64"," NO   -0.016663
dtype: float64","NH    0.000011
dtype: float64",",   -0.000019
dtype: float64"," NO   -0.011765
dtype: float64"
37,5,1183,"Someone's mother called me a ""handsome, buff, yellow thang"" last night... my ego was temporarily elevated and @###### was dying lol",C.HS,NH,NH,NH,NH,NH,NH,"NH    0.000031
dtype: float64",",   -0.000019
dtype: float64",,"NH    0.000031
dtype: float64",",   -0.000019
dtype: float64",,"NH    0.000031
dtype: float64",",   -0.000019
dtype: float64",
37,5,1183,"Someone's mother called me a ""handsome, buff, yellow thang"" last night... my ego was temporarily elevated and @###### was dying lol",C.OL,OL,NO,NO,OL,NO,NO,"NO   -0.062233
OL   -2.812233
dtype: float64",",   -0.000019
dtype: float64",,"NO   -0.062283
OL   -2.812283
dtype: float64",",   -0.000019
dtype: float64",,"NO   -0.127304
OL   -2.127304
dtype: float64",",   -0.000019
dtype: float64",
37,6,2316,RT @###### Hahahaha basic bitches so funny,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL   -0.000019
dtype: float64",",   -0.000065
dtype: float64"," NH   -0.000057
dtype: float64","OL   -0.00005
dtype: float64",",    0.000008
dtype: float64"," NH   -0.000011
dtype: float64","OL   -0.00005
dtype: float64",",    0.000008
dtype: float64"," NH   -0.000011
dtype: float64"
37,6,2316,RT @###### Hahahaha basic bitches so funny,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH   -0.000011
dtype: float64",",    0.000015
dtype: float64"," OL    0.000034
dtype: float64","NH    0.000011
dtype: float64",",    0.000023
dtype: float64"," OL   -0.000008
dtype: float64","NH    0.000011
dtype: float64",",    0.000023
dtype: float64"," OL   -0.000008
dtype: float64"
37,6,2316,RT @###### Hahahaha basic bitches so funny,C.HS,NH,NH,NH,NH,NH,NH,"NH    0.000027
dtype: float64",",    0.000023
dtype: float64",,"NH    0.000027
dtype: float64",",    0.000023
dtype: float64",,"NH    0.000027
dtype: float64",",    0.000023
dtype: float64",
37,6,2316,RT @###### Hahahaha basic bitches so funny,C.OL,OL,OL,OL,OL,OL,OL,"OL   -0.000076
dtype: float64",",    0.000023
dtype: float64",,"OL   -0.000111
dtype: float64",",    0.000023
dtype: float64",,"OL    0.000019
dtype: float64",",    0.000023
dtype: float64",
38,1,1136,@###### ; LMAO! . hoes extra sensitive via text.. They swear they hear your tone in every letter. I start using PUNCTUATION'S .,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL   -0.000053
dtype: float64",",   -0.000061
dtype: float64"," NH    0.000011
dtype: float64","OL   -0.000011
dtype: float64",",    0.000019
dtype: float64"," NH    0.000011
dtype: float64","OL   -0.000114
dtype: float64",",    0.00005
dtype: float64"," NH    0.000023
dtype: float64"
38,1,1136,@###### ; LMAO! . hoes extra sensitive via text.. They swear they hear your tone in every letter. I start using PUNCTUATION'S .,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH    0.000027
dtype: float64",",    0.000008
dtype: float64"," OL    0.000019
dtype: float64","NH    0.000027
dtype: float64",",    0.000008
dtype: float64"," OL    0.000019
dtype: float64","NH    0.000027
dtype: float64",",    0.000008
dtype: float64"," OL    0.000019
dtype: float64"
38,1,1136,@###### ; LMAO! . hoes extra sensitive via text.. They swear they hear your tone in every letter. I start using PUNCTUATION'S .,C.HS,NH,NH,NH,NH,NH,NH,"NH   -0.000149
dtype: float64",",    0.000008
dtype: float64",,"NH   -0.000149
dtype: float64",",    0.000008
dtype: float64",,"NH   -0.000153
dtype: float64",",    0.000008
dtype: float64",
38,1,1136,@###### ; LMAO! . hoes extra sensitive via text.. They swear they hear your tone in every letter. I start using PUNCTUATION'S .,C.OL,OL,OL,OL,OL,OL,OL,"OL   -0.004124
dtype: float64",",    0.000008
dtype: float64",,"OL   -0.001541
dtype: float64",",    0.000008
dtype: float64",,"OL   -0.001541
dtype: float64",",    0.000008
dtype: float64",
38,2,1618,@###### @###### @###### and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile,A,"OL, NH","OL, HS","OL, HS","OL, NH","OL, HS","OL, HS","OL    0.00005
dtype: float64",",   -0.000023
dtype: float64"," NH   -0.128529
 HS   -2.128529
dtype: float64","OL    0.00005
dtype: float64",",   -0.000034
dtype: float64"," HS   -0.315834
 NH   -1.315834
dtype: float64","OL    0.00005
dtype: float64",",   -0.000034
dtype: float64"," HS   -0.315834
 NH   -1.315834
dtype: float64"
38,2,1618,@###### @###### @###### and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH   -0.008659
dtype: float64",",    0.000019
dtype: float64"," OL   -0.000046
dtype: float64","NH   -0.000751
dtype: float64",",   -0.000031
dtype: float64"," OL   -0.000042
dtype: float64","NH   -0.008659
dtype: float64",",    0.000019
dtype: float64"," OL   -0.000046
dtype: float64"
38,2,1618,@###### @###### @###### and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile,C.HS,HS,HS,HS,HS,HS,HS,"HS   -0.000149
dtype: float64",",    0.000019
dtype: float64",,"HS   -0.005226
dtype: float64",",    0.000019
dtype: float64",,"HS   -0.001976
dtype: float64",",    0.000019
dtype: float64",
38,2,1618,@###### @###### @###### and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile,C.OL,OL,OL,OL,OL,OL,OL,"OL   -0.000053
dtype: float64",",    0.000019
dtype: float64",,"OL   -0.000053
dtype: float64",",    0.000019
dtype: float64",,"OL   -0.000065
dtype: float64",",    0.000019
dtype: float64",
38,3,2986,@###### @###### I was texting a bitch,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL    0.000038
dtype: float64",",    0.000027
dtype: float64"," NH   -0.000031
dtype: float64","OL   -0.000034
dtype: float64",",   -0.000015
dtype: float64"," NH   -0.000023
dtype: float64","OL   -0.000053
dtype: float64",",    0.000027
dtype: float64"," NH   -0.000031
dtype: float64"
38,3,2986,@###### @###### I was texting a bitch,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH   -0.000031
dtype: float64",",   -0.000031
dtype: float64"," OL    0.0
dtype: float64","NH    0.000023
dtype: float64",",   -0.000019
dtype: float64"," OL   -0.000038
dtype: float64","NH    0.000034
dtype: float64",",    0.000015
dtype: float64"," OL    0.000042
dtype: float64"
38,3,2986,@###### @###### I was texting a bitch,C.HS,NH,NH,NH,NH,NH,NH,"NH    0.000015
dtype: float64",",    0.000015
dtype: float64",,"NH   -0.000046
dtype: float64",",    0.000015
dtype: float64",,"NH   -0.000046
dtype: float64",",    0.000015
dtype: float64",
38,3,2986,@###### @###### I was texting a bitch,C.OL,OL,OL,OL,OL,OL,OL,"OL    0.000038
dtype: float64",",    0.000015
dtype: float64",,"OL    0.000008
dtype: float64",",    0.000015
dtype: float64",,"OL   -0.000034
dtype: float64",",    0.000015
dtype: float64",
38,4,1073,@###### @###### @###### @###### omg no plz stop calling me an idiot... are we in kindergarden you fucking faggot,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL   -0.000023
dtype: float64",",   -0.000046
dtype: float64"," HS    0.000027
dtype: float64","OL   -0.000023
dtype: float64",",   -0.000046
dtype: float64"," HS    0.000027
dtype: float64","OL   -0.000065
dtype: float64",",    0.000008
dtype: float64"," HS    0.000038
dtype: float64"
38,4,1073,@###### @###### @###### @###### omg no plz stop calling me an idiot... are we in kindergarden you fucking faggot,B,"HS, OL","HS, OL","NH, OL","HS, OL","HS, OL","NH, OL","HS   -0.474361
NH   -0.974361
dtype: float64",",   -0.000008
dtype: float64"," OL   -0.000046
dtype: float64","HS   -0.474361
NH   -0.974361
dtype: float64",",   -0.000008
dtype: float64"," OL   -0.000046
dtype: float64","HS   -0.474361
NH   -0.974361
dtype: float64",",    0.000023
dtype: float64"," OL   -0.000046
dtype: float64"
38,4,1073,@###### @###### @###### @###### omg no plz stop calling me an idiot... are we in kindergarden you fucking faggot,C.HS,HS,HS,HS,HS,HS,HS,"HS   -0.000019
dtype: float64",",    0.000023
dtype: float64",,"HS   -0.000015
dtype: float64",",    0.000023
dtype: float64",,"HS   -0.000019
dtype: float64",",    0.000023
dtype: float64",
38,4,1073,@###### @###### @###### @###### omg no plz stop calling me an idiot... are we in kindergarden you fucking faggot,C.OL,OL,OL,OL,OL,OL,OL,"OL    0.0
dtype: float64",",    0.000023
dtype: float64",,"OL    0.000038
dtype: float64",",    0.000023
dtype: float64",,"OL    0.000038
dtype: float64",",    0.000023
dtype: float64",
38,5,1751,@###### ugly white bitch,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL   -0.000011
dtype: float64",",   -0.000065
dtype: float64"," NH   -0.000126
dtype: float64","OL   -0.000011
dtype: float64",",   -0.000065
dtype: float64"," NH   -0.000126
dtype: float64","OL   -0.000011
dtype: float64",",   -0.000065
dtype: float64"," NH   -0.000126
dtype: float64"
38,5,1751,@###### ugly white bitch,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH    0.000042
dtype: float64",",   -0.000019
dtype: float64"," OL   -0.000046
dtype: float64","NH   -0.000015
dtype: float64",",    0.000027
dtype: float64"," OL    0.000019
dtype: float64","NH   -0.000042
dtype: float64",",    0.000023
dtype: float64"," OL   -0.000038
dtype: float64"
38,5,1751,@###### ugly white bitch,C.HS,NH,NH,NH,NH,NH,NH,"NH   -0.005253
dtype: float64",",    0.000023
dtype: float64",,"NH   -0.005253
dtype: float64",",    0.000023
dtype: float64",,"NH   -0.005253
dtype: float64",",    0.000023
dtype: float64",
38,5,1751,@###### ugly white bitch,C.OL,OL,OL,OL,OL,OL,OL,"OL   -0.000042
dtype: float64",",    0.000023
dtype: float64",,"OL   -0.000042
dtype: float64",",    0.000023
dtype: float64",,"OL    0.000031
dtype: float64",",    0.000023
dtype: float64",
38,6,568,@###### oh shut your mouth i was talkin about the morning you fag,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL   -0.000061
dtype: float64",",   -0.000023
dtype: float64"," HS   -0.000977
dtype: float64","OL    0.000019
dtype: float64",",   -0.000004
dtype: float64"," HS   -0.002048
dtype: float64","OL   -0.000023
dtype: float64",",   -0.000053
dtype: float64"," HS   -0.005402
dtype: float64"
38,6,568,@###### oh shut your mouth i was talkin about the morning you fag,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH   -0.002537
dtype: float64",",   -0.000008
dtype: float64"," OL   -0.000042
dtype: float64","NH   -0.002506
dtype: float64",",   -0.000019
dtype: float64"," OL   -0.000046
dtype: float64","NH   -0.002506
dtype: float64",",   -0.000019
dtype: float64"," OL   -0.000046
dtype: float64"
38,6,568,@###### oh shut your mouth i was talkin about the morning you fag,C.HS,HS,HS,HS,HS,HS,HS,"HS   -0.001122
dtype: float64",",   -0.000019
dtype: float64",,"HS   -0.001122
dtype: float64",",   -0.000019
dtype: float64",,"HS   -0.000111
dtype: float64",",   -0.000019
dtype: float64",
38,6,568,@###### oh shut your mouth i was talkin about the morning you fag,C.OL,OL,OL,OL,OL,OL,OL,"OL    0.000038
dtype: float64",",   -0.000019
dtype: float64",,"OL   -0.000023
dtype: float64",",   -0.000019
dtype: float64",,"OL    0.000038
dtype: float64",",   -0.000019
dtype: float64",
39,1,2038,x_x RT @###### Fat bitches with normal sized legs be looking like car keys.,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL    0.000008
dtype: float64",",    0.000027
dtype: float64"," NH    0.000015
dtype: float64","OL    0.000008
dtype: float64",",    0.000027
dtype: float64"," NH    0.000023
dtype: float64","OL    0.000019
dtype: float64",",    0.00005
dtype: float64"," NH   -0.000019
dtype: float64"
39,1,2038,x_x RT @###### Fat bitches with normal sized legs be looking like car keys.,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH   -0.000027
dtype: float64",",   -0.000031
dtype: float64"," OL   -0.000023
dtype: float64","NH   -0.000046
dtype: float64",",   -0.000008
dtype: float64"," OL   -0.000015
dtype: float64","NH   -0.000023
dtype: float64",",   -0.000008
dtype: float64"," OL   -0.000038
dtype: float64"
